id,name,url
Seventh+Edition,Seventh Edition,https://www.magiccardmarket.eu/Expansions/Seventh+Edition
Shadowmoor,Shadowmoor,https://www.magiccardmarket.eu/Expansions/Shadowmoor
Shadows+over+Innistrad,Shadows over Innistrad,https://www.magiccardmarket.eu/Expansions/Shadows+over+Innistrad
Shadows+over+Innistrad%3A+Promos,Shadows over Innistrad: Promos,https://www.magiccardmarket.eu/Expansions/Shadows+over+Innistrad%3A+Promos
Shards+of+Alara,Shards of Alara,https://www.magiccardmarket.eu/Expansions/Shards+of+Alara
Simplified+Chinese+Alternate+Art+Cards,Simplified Chinese Alternate Art Cards,https://www.magiccardmarket.eu/Expansions/Simplified+Chinese+Alternate+Art+Cards
Sixth+Edition,Sixth Edition,https://www.magiccardmarket.eu/Expansions/Sixth+Edition
Standard+Series+Promos,Standard Series Promos,https://www.magiccardmarket.eu/Expansions/Standard+Series+Promos
Standard+Showdown+Promos,Standard Showdown Promos,https://www.magiccardmarket.eu/Expansions/Standard+Showdown+Promos
Starcity+Games%3A+Commemorative+Tokens,Starcity Games: Commemorative Tokens,https://www.magiccardmarket.eu/Expansions/Starcity+Games%3A+Commemorative+Tokens
Starcity+Games%3A+Creature+Collection,Starcity Games: Creature Collection,https://www.magiccardmarket.eu/Expansions/Starcity+Games%3A+Creature+Collection
Starcity+Games%3A+Justin+Treadway+Tokens,Starcity Games: Justin Treadway Tokens,https://www.magiccardmarket.eu/Expansions/Starcity+Games%3A+Justin+Treadway+Tokens
Starcity+Games%3A+Kristen+Plescow+Tokens,Starcity Games: Kristen Plescow Tokens,https://www.magiccardmarket.eu/Expansions/Starcity+Games%3A+Kristen+Plescow+Tokens
Starcity+Games%3A+Token+Series+One,Starcity Games: Token Series One,https://www.magiccardmarket.eu/Expansions/Starcity+Games%3A+Token+Series+One
Starter+1999,Starter 1999,https://www.magiccardmarket.eu/Expansions/Starter+1999
Starter+2000,Starter 2000,https://www.magiccardmarket.eu/Expansions/Starter+2000
Stronghold,Stronghold,https://www.magiccardmarket.eu/Expansions/Stronghold
Summer+Magic,Summer Magic,https://www.magiccardmarket.eu/Expansions/Summer+Magic
Tempest,Tempest,https://www.magiccardmarket.eu/Expansions/Tempest
Tenth+Edition,Tenth Edition,https://www.magiccardmarket.eu/Expansions/Tenth+Edition
The+Dark,The Dark,https://www.magiccardmarket.eu/Expansions/The+Dark
The+Dark+Italian,The Dark Italian,https://www.magiccardmarket.eu/Expansions/The+Dark+Italian
The+Duelist+Promos,The Duelist Promos,https://www.magiccardmarket.eu/Expansions/The+Duelist+Promos
Theros,Theros,https://www.magiccardmarket.eu/Expansions/Theros
Tierra+Media+Tokens,Tierra Media Tokens,https://www.magiccardmarket.eu/Expansions/Tierra+Media+Tokens
Time+Spiral,Time Spiral,https://www.magiccardmarket.eu/Expansions/Time+Spiral
Tokens+for+MTG,Tokens for MTG,https://www.magiccardmarket.eu/Expansions/Tokens+for+MTG
TokyoMTG+Products,TokyoMTG Products,https://www.magiccardmarket.eu/Expansions/TokyoMTG+Products
TopDeck+Promos,TopDeck Promos,https://www.magiccardmarket.eu/Expansions/TopDeck+Promos
Torment,Torment,https://www.magiccardmarket.eu/Expansions/Torment
Ugin%27s+Fate+Promos,Ugin's Fate Promos,https://www.magiccardmarket.eu/Expansions/Ugin%27s+Fate+Promos
Ultra-Pro+Puzzle+Cards,Ultra-Pro Puzzle Cards,https://www.magiccardmarket.eu/Expansions/Ultra-Pro+Puzzle+Cards
Unglued,Unglued,https://www.magiccardmarket.eu/Expansions/Unglued
Unhinged,Unhinged,https://www.magiccardmarket.eu/Expansions/Unhinged
Unlimited,Unlimited,https://www.magiccardmarket.eu/Expansions/Unlimited
Unstable,Unstable,https://www.magiccardmarket.eu/Expansions/Unstable
Urza%27s+Destiny,Urza's Destiny,https://www.magiccardmarket.eu/Expansions/Urza%27s+Destiny
Urza%27s+Legacy,Urza's Legacy,https://www.magiccardmarket.eu/Expansions/Urza%27s+Legacy
Urza%27s+Saga,Urza's Saga,https://www.magiccardmarket.eu/Expansions/Urza%27s+Saga
Vanguard,Vanguard,https://www.magiccardmarket.eu/Expansions/Vanguard
Visions,Visions,https://www.magiccardmarket.eu/Expansions/Visions
WCD+1997%3A+Jakub+Slemr,WCD 1997: Jakub Slemr,https://www.magiccardmarket.eu/Expansions/WCD+1997%3A+Jakub+Slemr
WCD+1997%3A+Janosch+Kuhn,WCD 1997: Janosch Kuhn,https://www.magiccardmarket.eu/Expansions/WCD+1997%3A+Janosch+Kuhn
WCD+1997%3A+Paul+McCabe,WCD 1997: Paul McCabe,https://www.magiccardmarket.eu/Expansions/WCD+1997%3A+Paul+McCabe
WCD+1997%3A+Svend+Geertsen,WCD 1997: Svend Geertsen,https://www.magiccardmarket.eu/Expansions/WCD+1997%3A+Svend+Geertsen
WCD+1998%3A+Ben+Rubin,WCD 1998: Ben Rubin,https://www.magiccardmarket.eu/Expansions/WCD+1998%3A+Ben+Rubin
WCD+1998%3A+Brian+Hacker,WCD 1998: Brian Hacker,https://www.magiccardmarket.eu/Expansions/WCD+1998%3A+Brian+Hacker
WCD+1998%3A+Brian+Selden,WCD 1998: Brian Selden,https://www.magiccardmarket.eu/Expansions/WCD+1998%3A+Brian+Selden
WCD+1998%3A+Randy+Buehler,WCD 1998: Randy Buehler,https://www.magiccardmarket.eu/Expansions/WCD+1998%3A+Randy+Buehler
WCD+1999%3A+Jakub+%C5%A0lemr,WCD 1999: Jakub Šlemr,https://www.magiccardmarket.eu/Expansions/WCD+1999%3A+Jakub+%C5%A0lemr
WCD+1999%3A+Kai+Budde,WCD 1999: Kai Budde,https://www.magiccardmarket.eu/Expansions/WCD+1999%3A+Kai+Budde
WCD+1999%3A+Mark+Le+Pine,WCD 1999: Mark Le Pine,https://www.magiccardmarket.eu/Expansions/WCD+1999%3A+Mark+Le+Pine
WCD+1999%3A+Matt+Linde,WCD 1999: Matt Linde,https://www.magiccardmarket.eu/Expansions/WCD+1999%3A+Matt+Linde
WCD+2000%3A+Janosch+K%C3%BChn,WCD 2000: Janosch Kühn,https://www.magiccardmarket.eu/Expansions/WCD+2000%3A+Janosch+K%C3%BChn
WCD+2000%3A+Jon+Finkel,WCD 2000: Jon Finkel,https://www.magiccardmarket.eu/Expansions/WCD+2000%3A+Jon+Finkel
WCD+2000%3A+Nicolas+Labarre,WCD 2000: Nicolas Labarre,https://www.magiccardmarket.eu/Expansions/WCD+2000%3A+Nicolas+Labarre
WCD+2000%3A+Tom+Van+de+Logt,WCD 2000: Tom Van de Logt,https://www.magiccardmarket.eu/Expansions/WCD+2000%3A+Tom+Van+de+Logt
WCD+2001%3A+Alex+Borteh,WCD 2001: Alex Borteh,https://www.magiccardmarket.eu/Expansions/WCD+2001%3A+Alex+Borteh
WCD+2001%3A+Antoine+Ruel,WCD 2001: Antoine Ruel,https://www.magiccardmarket.eu/Expansions/WCD+2001%3A+Antoine+Ruel
WCD+2001%3A+Jan+Tomcani,WCD 2001: Jan Tomcani,https://www.magiccardmarket.eu/Expansions/WCD+2001%3A+Jan+Tomcani
WCD+2001%3A+Tom+van+de+Logt,WCD 2001: Tom van de Logt,https://www.magiccardmarket.eu/Expansions/WCD+2001%3A+Tom+van+de+Logt
WCD+2002%3A+Brian+Kibler,WCD 2002: Brian Kibler,https://www.magiccardmarket.eu/Expansions/WCD+2002%3A+Brian+Kibler
WCD+2002%3A+Carlos+Romao,WCD 2002: Carlos Romao,https://www.magiccardmarket.eu/Expansions/WCD+2002%3A+Carlos+Romao
WCD+2002%3A+Raphael+Levy,WCD 2002: Raphael Levy,https://www.magiccardmarket.eu/Expansions/WCD+2002%3A+Raphael+Levy
WCD+2002%3A+Sim+Han+How,WCD 2002: Sim Han How,https://www.magiccardmarket.eu/Expansions/WCD+2002%3A+Sim+Han+How
WCD+2003%3A+Daniel+Zink,WCD 2003: Daniel Zink,https://www.magiccardmarket.eu/Expansions/WCD+2003%3A+Daniel+Zink
WCD+2003%3A+Dave+Humpherys,WCD 2003: Dave Humpherys,https://www.magiccardmarket.eu/Expansions/WCD+2003%3A+Dave+Humpherys
WCD+2003%3A+Peer+Kr%C3%B6ger,WCD 2003: Peer Kröger,https://www.magiccardmarket.eu/Expansions/WCD+2003%3A+Peer+Kr%C3%B6ger
WCD+2003%3A+Wolfgang+Eder,WCD 2003: Wolfgang Eder,https://www.magiccardmarket.eu/Expansions/WCD+2003%3A+Wolfgang+Eder
WCD+2004%3A+Aeo+Paquette,WCD 2004: Aeo Paquette,https://www.magiccardmarket.eu/Expansions/WCD+2004%3A+Aeo+Paquette
WCD+2004%3A+Gabriel+Nassif,WCD 2004: Gabriel Nassif,https://www.magiccardmarket.eu/Expansions/WCD+2004%3A+Gabriel+Nassif
WCD+2004%3A+Julien+Nuijten,WCD 2004: Julien Nuijten,https://www.magiccardmarket.eu/Expansions/WCD+2004%3A+Julien+Nuijten
WCD+2004%3A+Manuel+Bevand,WCD 2004: Manuel Bevand,https://www.magiccardmarket.eu/Expansions/WCD+2004%3A+Manuel+Bevand
Weatherlight,Weatherlight,https://www.magiccardmarket.eu/Expansions/Weatherlight
Welcome+Deck+2016,Welcome Deck 2016,https://www.magiccardmarket.eu/Expansions/Welcome+Deck+2016
Welcome+Deck+2017,Welcome Deck 2017,https://www.magiccardmarket.eu/Expansions/Welcome+Deck+2017
Worldwake,Worldwake,https://www.magiccardmarket.eu/Expansions/Worldwake
Your+Move+Games+Tokens,Your Move Games Tokens,https://www.magiccardmarket.eu/Expansions/Your+Move+Games+Tokens
Yummy+Tokens,Yummy Tokens,https://www.magiccardmarket.eu/Expansions/Yummy+Tokens
Zendikar,Zendikar,https://www.magiccardmarket.eu/Expansions/Zendikar
Zendikar+Expeditions,Zendikar Expeditions,https://www.magiccardmarket.eu/Expansions/Zendikar+Expeditions
