20217;N;1;1.52
39738;N;1;1.51
49249;N;1;1.47
25889;N;1;1.46
26926;N;1;1.43
57200;N;1;1.43
51428;N;1;1.43
17618;N;1;1.42
48786;N;1;1.38
14325;N;1;1.37
58949;N;1;1.33
62275;N;1;1.3
20021;N;1;1.29
62303;N;1;1.29
58691;N;1;1.23
34700;N;1;1.23
21385;N;1;1.23
50306;N;1;1.23
52631;N;1;1.2
18091;N;1;1.17
48208;N;1;1.17
46246;N;1;1.15
60589;N;1;1.15
54256;N;1;1.15
62317;N;1;1.15
45224;N;1;1.14
57206;N;1;1.14
41371;N;1;1.11
30048;N;1;1.11
47929;N;1;1.1
38347;N;1;1.1
47767;N;1;1.08
48750;N;1;1.08
54252;N;1;1.04
60977;N;1;1.01
51966;N;1;0.99
36424;N;1;0.99
40539;N;1;0.98
28327;N;1;0.98
26594;N;1;0.98
26594;N;1;0.98
54935;N;1;0.97
50308;N;1;0.97
58981;N;1;0.96
28495;N;1;0.96
49587;N;1;0.95
12415;N;1;0.95
19737;N;1;0.94
19969;N;1;0.94
22623;N;1;0.94
27220;N;1;0.94
52781;N;1;0.93
49245;N;1;0.92
51747;N;1;0.92
62653;N;1;0.91
60088;N;1;0.89
53109;N;1;0.87
46777;N;1;0.86
58671;N;1;0.85
20551;N;1;0.81
54909;N;1;0.8
58659;N;1;0.8
60004;N;1;0.79
29497;N;1;0.78
20563;N;1;0.78
20938;N;1;0.77
22741;N;1;0.76
48762;N;1;0.76
39796;N;1;0.75
32635;N;1;0.74
41577;N;1;0.74
62309;N;1;0.74
37456;N;1;0.73
51968;N;1;0.73
30234;N;1;0.73
60963;N;1;0.72
38990;N;1;0.72
39533;N;1;0.7
37546;N;1;0.7
49373;N;1;0.7
53554;N;1;0.7
56724;N;1;0.69
37134;N;1;0.67
34624;N;1;0.67
47927;N;1;0.67
31013;N;1;0.67
35589;N;1;0.64
27677;N;1;0.63
13435;N;1;0.63
39357;N;1;0.62
42668;N;1;0.61
46423;N;1;0.6
42652;N;1;0.59
47743;N;1;0.59
23064;N;1;0.59
44049;N;1;0.58
62165;N;1;0.58
47743;N;1;0.57
20017;N;1;0.56
32284;N;1;0.56
39575;N;1;0.55
24529;N;1;0.55
18599;N;1;0.54
60617;N;1;0.53
20015;N;1;0.52
27633;N;1;0.52
62327;N;1;0.51
50274;N;1;0.5
41387;N;1;0.5
25895;N;1;0.5
50314;N;1;0.5
62301;N;1;0.5
34604;N;1;0.49
17761;N;1;0.49
30895;N;1;0.49
42572;N;1;0.48
37368;N;1;0.48
34758;N;1;0.48
63922;N;1;0.48
54406;N;1;0.47
42544;N;1;0.46
44283;N;1;0.46
25367;N;1;0.46
36454;N;1;0.46
9757;N;1;0.45
58953;N;1;0.44
46789;N;1;0.44
51561;N;1;0.44
34542;N;1;0.43
57668;N;1;0.41
31741;N;1;0.41
29511;N;1;0.4
20792;N;1;0.4
52260;N;1;0.39
37388;N;1;0.39
53606;N;1;0.39
56038;N;1;0.39
57968;N;1;0.39
28501;N;1;0.39
45706;N;1;0.38
28345;N;1;0.38
27705;N;1;0.38
38189;N;1;0.37
20059;N;1;0.37
51563;N;1;0.37
26285;N;1;0.37
52809;N;1;0.37
13879;N;1;0.37
31929;N;1;0.36
55699;N;1;0.36
61460;N;1;0.36
12705;N;1;0.35
7035;N;1;0.35
53628;N;1;0.33
54859;N;1;0.33
39872;N;1;0.32
32973;N;1;0.32
29305;N;1;0.31
28463;N;1;0.3
39964;N;1;0.3
52977;N;1;0.29
53576;N;1;0.29
58779;N;1;0.29
43485;N;1;0.28
58631;N;1;0.28
35695;N;1;0.27
45698;N;1;0.27
62335;N;1;0.27
27106;N;1;0.26
38478;N;1;0.25
28479;N;1;0.25
26351;N;1;0.25
45578;N;1;0.25
45652;N;1;0.25
47805;N;1;0.24
54747;N;1;0.24
58639;N;1;0.24
57044;N;1;0.23
20840;N;1;0.23
46783;N;1;0.22
34816;N;1;0.22
48774;N;1;0.22
57632;N;1;0.22
56050;N;1;0.22
41221;N;1;0.21
42670;N;1;0.21
42660;N;1;0.21
44285;N;1;0.21
34674;N;1;0.21
17327;N;1;0.21
29413;N;1;0.21
28095;N;1;0.2
51156;N;1;0.2
39557;N;1;0.2
37254;N;1;0.2
45566;N;1;0.2
24157;N;1;0.2
45566;N;1;0.2
20175;N;1;0.19
52765;N;1;0.19
62323;N;1;0.19
47477;N;1;0.18
22379;N;1;0.18
53083;N;1;0.18
40724;N;1;0.18
48300;N;1;0.18
48332;N;1;0.18
17323;N;1;0.18
18838;N;1;0.17
61801;N;1;0.17
53193;N;2;0.16
51565;N;1;0.16
57676;N;1;0.16
24041;N;1;0.16
62313;N;1;0.15
44231;N;1;0.14
22210;N;1;0.14
16837;N;1;0.14
41541;N;1;0.13
31915;N;1;0.13
19705;N;1;0.13
62325;N;1;0.13
18848;N;1;0.12
41385;N;1;0.12
43927;N;1;0.12
38191;N;1;0.11
53215;N;1;0.11
50440;N;1;0.1
58134;N;1;0.1
43815;N;1;0.1
55113;N;1;0.1
17849;N;1;0.1
9231;N;1;0.1
54871;N;1;0.09
35822;N;1;0.09
36738;N;1;0.09
27464;N;1;0.09
49179;N;1;0.09
40657;N;1;0.09
49475;N;1;0.09
63519;N;1;0.09
64000;N;1;0.09
47753;N;1;0.08
57670;N;1;0.08
54316;N;1;0.08
38307;N;1;0.08
57782;N;1;0.08
62333;N;1;0.08
62321;N;1;0.08
20796;N;1;0.08
38423;N;1;0.07
50264;N;1;0.07
29611;N;1;0.07
61857;N;1;0.07
42540;N;1;0.07
39535;N;1;0.07
45246;N;1;0.07
58401;N;1;0.07
59077;N;1;0.06
34818;N;1;0.06
45568;N;1;0.06
32881;N;1;0.06
21201;N;1;0.06
64136;N;1;0.06
59015;N;1;0.05
34832;N;1;0.05
42294;N;1;0.05
18239;N;1;0.05
41477;N;1;0.05
28245;N;1;0.05
43267;N;1;0.05
58511;N;1;0.05
59649;N;1;0.05
50268;N;1;0.05
50270;N;1;0.05
20019;N;1;0.05
40008;N;1;0.05
29361;N;1;0.05
46441;N;1;0.05
28647;N;1;0.05
32537;N;1;0.05
53213;N;1;0.05
29295;N;1;0.05
6855;N;1;0.05
29978;N;1;0.05
33520;N;1;0.05
35515;N;1;0.04
21003;N;1;0.04
31405;N;1;0.04
41241;N;1;0.04
31935;N;1;0.04
21097;N;1;0.04
41445;N;1;0.04
52909;N;1;0.04
44105;N;1;0.04
35689;N;1;0.04
20497;N;1;0.04
33644;N;1;0.04
23749;N;1;0.04
38255;N;1;0.04
46405;N;1;0.04
35773;N;1;0.04
49321;N;1;0.04
37881;N;1;0.04
26137;N;1;0.04
37578;N;1;0.04
60851;N;1;0.04
53223;N;1;0.04
39447;N;1;0.04
23312;N;1;0.04
57272;N;1;0.04
17763;N;1;0.04
52695;N;1;0.04
18235;N;1;0.04
60735;N;1;0.04
37492;N;1;0.04
26183;N;1;0.04
63612;N;1;0.04
10115;N;1;0.04
46571;N;1;0.04
19093;N;1;0.04
10459;N;1;0.04
34390;N;1;0.04
35513;N;1;0.04
26371;N;1;0.04
55490;N;1;0.04
38315;N;1;0.04
39838;N;1;0.04
55320;N;1;0.04
11925;N;1;0.04
29881;N;1;0.04
17889;N;1;0.04
19679;N;1;0.04
45250;N;1;0.04
10719;N;1;0.04
45060;N;1;0.04
29938;N;1;0.04
15884;N;1;0.04
42410;N;1;0.03
49585;N;1;0.03
25915;N;1;0.03
25513;N;1;0.03
34770;N;1;0.03
45312;N;1;0.03
23116;N;1;0.03
20143;N;1;0.03
35521;N;1;0.03
60639;N;1;0.03
42790;N;1;0.03
57476;N;1;0.03
19443;N;1;0.03
34588;N;1;0.03
52637;N;1;0.03
31963;N;1;0.03
29619;N;1;0.03
50562;N;1;0.03
34356;N;1;0.03
17628;N;1;0.03
34626;N;1;0.03
47809;N;1;0.03
34578;N;1;0.03
46667;N;1;0.03
54076;N;1;0.03
53057;N;1;0.03
37308;N;1;0.03
38085;N;1;0.03
43807;N;1;0.03
29126;N;1;0.03
45626;N;1;0.03
43259;N;1;0.03
36408;N;1;0.03
26808;N;1;0.03
44213;N;1;0.03
41395;N;1;0.03
39766;N;1;0.03
62375;N;1;0.03
51372;N;1;0.03
23246;N;1;0.03
37180;N;1;0.02
41259;N;1;0.02
56406;N;1;0.02
58985;N;1;0.02
63241;N;1;0.02
50596;N;1;0.02
57466;N;1;0.02
53019;N;1;0.02
20227;N;1;0.02
57456;N;1;0.02
63305;N;1;0.02
53846;N;1;0.02
60583;N;1;0.02
52889;N;1;0.02
44119;N;1;0.02
60763;N;1;0.02
50114;N;1;0.02
42786;N;1;0.02
45586;N;1;0.02
63071;N;1;0.02
38351;N;1;0.02
50378;N;1;0.02
45574;N;1;0.02
25733;N;1;0.02
15500;N;1;0.02
46743;N;1;0.02
63307;N;1;0.02
23851;N;1;0.02
43873;N;1;0.02
43389;N;1;0.02
41487;N;1;0.02
54072;N;1;0.02
42586;N;1;0.02
42560;N;1;0.02
39722;N;1;0.02
61388;N;1;0.02
53844;N;1;0.02
39513;N;1;0.02
54070;N;1;0.02
53296;N;1;0.02
54074;N;1;0.02
45696;N;1;0.02
60841;N;1;0.02
50408;N;1;0.02
44031;N;1;0.02
55616;N;1;0.02
42510;N;1;0.02
47899;N;1;0.02
63489;N;1;0.02
55450;N;1;0.02
48424;N;1;0.02
47967;N;1;0.02
44223;N;1;0.02
52326;N;1;0.02
33061;N;1;0.02
31317;N;1;0.02
53217;N;1;0.02
31313;N;1;0.02
35661;N;1;0.02
39545;N;1;0.02
46473;N;1;0.02
31311;N;1;0.02
45564;N;1;0.02
49103;N;1;0.02
55444;N;1;0.02
52791;N;1;0.02
29507;N;1;0.02
25941;N;1;0.02
48202;N;1;0.02
55412;N;1;0.02
39507;N;1;0.02
44313;N;1;0.02
44095;N;1;0.02
45640;N;1;0.02
50260;N;1;0.02
39501;N;1;0.02
40026;N;1;0.02
33059;N;1;0.02
39573;N;1;0.02
52817;N;1;0.02
45580;N;1;0.02
59367;N;1;0.02
55456;N;1;0.02
51534;N;1;0.02
52314;N;1;0.02
51536;N;1;0.02
26447;N;1;0.02
15502;N;1;0.02
25695;N;1;0.02
38449;N;1;0.02
54340;N;1;0.02
57074;N;1;0.02
35389;N;1;0.02
20051;N;1;0.02
50248;N;1;0.01
61955;N;1;0.01
45390;N;1;0.01
64146;N;1;0.01
46723;N;1;0.01
38161;N;1;0.01
37232;N;1;0.01
43913;N;1;0.01
60795;N;1;0.01
38325;N;1;0.01
57718;N;1;0.01
57434;N;1;0.01
21057;N;1;0.01
37158;N;1;0.01
23178;N;1;0.01
22317;N;1;0.01
23248;N;1;0.01
46657;N;1;0.01
28519;N;1;0.01
48704;N;1;0.01
28517;N;1;0.01
31937;N;1;0.01
36362;N;1;0.01
47897;N;1;0.01
47449;N;1;0.01
50412;N;1;0.01
34566;N;1;0.01
33073;N;1;0.01
47451;N;1;0.01
50360;N;1;0.01
36466;N;1;0.01
54168;N;1;0.01
46383;N;1;0.01
63243;N;1;0.01
47455;N;1;0.01
50410;N;1;0.01
34468;N;1;0.01
47925;N;1;0.01
42694;N;1;0.01
47749;N;1;0.01
54162;N;1;0.01
37318;N;1;0.01
52741;N;1;0.01
52861;N;1;0.01
38285;N;1;0.01
54166;N;1;0.01
54164;N;1;0.01
47621;N;1;0.01
57224;N;1;0.01
57042;N;1;0.01
46381;N;1;0.01
57752;N;1;0.01
45386;N;1;0.01
63041;N;1;0.01
54160;N;1;0.01
63137;N;1;0.01
23568;N;1;0.01
47915;N;1;0.01
47457;N;1;0.01
44107;N;1;0.01
25633;N;1;0.01
37430;N;1;0.01
50266;N;1;0.01
54464;N;1;0.01
54300;N;1;0.01
38221;N;1;0.01
54188;N;1;0.01
38419;N;1;0.01
48710;N;1;0.01
28523;N;1;0.01
41511;N;1;0.01
57390;N;1;0.01
49129;N;1;0.01
63333;N;1;0.01
37314;N;1;0.01
47881;N;1;0.01
51845;N;1;0.01
36768;N;1;0.01
25577;N;1;0.01
45316;N;1;0.01
35637;N;1;0.01
60883;N;1;0.01
46495;N;1;0.01
42714;N;1;0.01
37440;N;1;0.01
36578;N;1;0.01
42518;N;1;0.01
42438;N;1;0.01
47771;N;1;0.01
58283;N;1;0.01
45372;N;1;0.01
53169;N;1;0.01
49583;N;1;0.01
53009;N;1;0.01
50374;N;1;0.01
34580;N;1;0.01
46401;N;1;0.01
57254;N;1;0.01
46781;N;1;0.01
38435;N;1;0.01
35759;N;1;0.01
26409;N;1;0.01
50568;N;1;0.01
47917;N;1;0.01
48910;N;1;0.01
26648;N;1;0.01
53562;N;1;0.01
41343;N;1;0.01
38341;N;1;0.01
38349;N;1;0.01
60699;N;1;0.01
39515;N;1;0.01
58509;N;1;0.01
49175;N;1;0.01
48362;N;1;0.01
37466;N;1;0.01
36698;N;1;0.01
32781;N;1;0.01
54470;N;1;0.01
22723;N;1;0.01
27430;N;1;0.01
45416;N;1;0.01
47779;N;1;0.01
37404;N;1;0.01
52759;N;1;0.01
38443;N;1;0.01
57424;N;1;0.01
23456;N;1;0.01
39910;N;1;0.01
49239;N;1;0.01
48902;N;1;0.01
46741;N;1;0.01
47537;N;1;0.01
47879;N;1;0.01
53203;N;1;0.01
59433;N;1;0.01
50528;N;1;0.01
54458;N;1;0.01
38165;N;1;0.01
29553;N;1;0.01
51986;N;1;0.01
53207;N;1;0.01
63996;N;1;0.01
63928;N;1;0.01
23186;N;1;0.01
23276;N;1;0.01
44195;N;1;0.01
39373;N;1;0.01
64150;N;1;0.01
39758;N;1;0.01
29571;N;1;0.01
19987;N;1;0.01
30289;N;1;0.01
57062;N;1;0.01
19193;N;1;0.01
58513;N;1;0.01
57712;N;1;0.01
63804;N;1;0.01
23334;N;1;0.01
25417;N;1;0.01
39940;N;1;0.01
21115;N;1;0.01
45472;N;1;0.01
58289;N;1;0.01
38453;N;1;0.01
20301;N;1;0.01
63820;N;1;0.01
61380;N;1;0.01
29373;N;1;0.01
44071;N;1;0.01
36680;N;1;0.01
26105;N;1;0.01
29583;N;1;0.01
