edition,name,foil,ck,mkm,seller,available,profit,profitpct
Commander 2017,Kindred Boon,FALSE,0.64,0.55,Mazvigosl,8,0.72,0.16
Commander 2017,Kindred Discovery,FALSE,8.02,7.29,LocalProCards,4,2.92,0.10
Commander 2017,Kindred Discovery,FALSE,8.02,7.32,Galactus-Roma,4,2.80,0.10
Commander 2017,Kindred Discovery,FALSE,8.02,7.10,willybizarre,8,7.36,0.13
Commander 2017,Kindred Discovery,FALSE,8.02,6.93,Kefdachef,2,2.18,0.16
Commander 2017,Kindred Dominance,FALSE,0.64,0.56,Mazvigosl,8,0.64,0.14
Commander 2017,Herald's Horn,FALSE,4.01,3.56,Mazvigosl,8,3.60,0.13
Commander 2017,Herald's Horn,FALSE,4.01,3.52,Cardexchange,4,1.96,0.14
Commander 2017,Herald's Horn,FALSE,4.01,3.33,BB-TradingCards,4,2.72,0.20
Commander 2017,Herald's Horn,FALSE,4.01,3.65,tanjas,4,1.44,0.10
Commander 2017,Herald's Horn,FALSE,4.01,3.45,tiburonapu,2,1.12,0.16
Commander 2017,Herald's Horn,FALSE,4.01,3.29,simselor,4,2.88,0.22
Commander 2017,Herald's Horn,FALSE,4.01,3.64,CardsMania,2,0.74,0.10
Commander 2017,Herald's Horn,FALSE,4.01,3.10,willybizarre,8,7.28,0.29
Commander 2017,Herald's Horn,FALSE,4.01,3.21,Outpostgamecenter,7,5.60,0.25
Commander 2017,Herald's Horn,FALSE,4.01,3.22,MTGWARHAMMER,4,3.16,0.25
Commander 2017,Herald's Horn,FALSE,4.01,3.29,Magicdealer-patte-de,4,2.88,0.22
Commander 2017,Herald's Horn,FALSE,4.01,3.36,SpellVault,4,2.60,0.19
Commander 2017,Herald's Horn,FALSE,4.01,3.06,ThreeForOne-DE,17,16.15,0.31
Commander 2017,Herald's Horn,FALSE,4.01,3.02,Magicdealer-patte-de,8,7.92,0.33
Commander 2017,Herald's Horn,FALSE,4.01,3.05,magic-market,4,3.84,0.31
Commander 2017,Herald's Horn,FALSE,4.01,3.18,Ergoth,2,1.66,0.26
Commander 2017,Herald's Horn,FALSE,4.01,3.46,MysticShop,2,1.10,0.16
Commander 2017,Herald's Horn,FALSE,4.01,3.25,toycastle,4,3.04,0.23
Commander 2017,Herald's Horn,FALSE,4.01,2.90,WizardshopCz,4,4.44,0.38
Commander 2017,Herald's Horn,FALSE,4.01,3.27,Landelor,2,1.48,0.23
Commander 2017,Herald's Horn,FALSE,4.01,3.14,Rarehuntershop,4,3.48,0.28
Commander 2017,Herald's Horn,FALSE,4.01,3.35,DualGames-Alicante,1,0.66,0.20
Commander 2017,Herald's Horn,FALSE,4.01,3.40,General-eXe,1,0.61,0.18
Commander 2017,Herald's Horn,FALSE,4.01,3.63,RichardD,1,0.38,0.10
Commander 2017,Herald's Horn,FALSE,4.01,3.40,victor46,1,0.61,0.18
Commander 2017,Herald's Horn,FALSE,4.01,3.53,Landelor,1,0.48,0.14
Commander 2017,Herald's Horn,FALSE,4.01,3.64,Magicpro1,1,0.37,0.10
Commander 2017,Herald's Horn,FALSE,4.01,3.34,maxime75018,1,0.67,0.20
Commander 2017,Herald's Horn,FALSE,4.01,3.10,RetroMagic,10,9.10,0.29
Commander 2017,Disrupt Decorum,FALSE,1.04,0.86,willybizarre,8,1.44,0.21
Commander 2017,Disrupt Decorum,FALSE,1.04,0.92,DonMTG,8,0.96,0.13
Commander 2017,Disrupt Decorum,FALSE,1.04,0.89,LocalProCards,4,0.60,0.17
Commander 2017,Disrupt Decorum,FALSE,1.04,0.91,SpellVault,4,0.52,0.14
Commander 2017,Disrupt Decorum,FALSE,1.04,0.80,syliann,3,0.72,0.30
Commander 2017,Traverse the Outlands,FALSE,3.77,3.41,SpellVault,4,1.44,0.11
Commander 2017,Traverse the Outlands,FALSE,3.77,3.30,Tarmogoyf,4,1.88,0.14
Commander 2017,Traverse the Outlands,FALSE,3.77,3.29,MTGWARHAMMER,3,1.44,0.15
Commander 2017,Door of Destinies,FALSE,2.21,1.93,WizardshopCz,8,2.24,0.15
Commander 2017,Door of Destinies,FALSE,2.21,1.63,MagicBarcelona,7,4.06,0.36
Commander 2017,Door of Destinies,FALSE,2.21,2.01,eli1,5,1.00,0.10
Commander 2017,Door of Destinies,FALSE,2.21,1.85,Tarmogoyf,3,1.08,0.19
Commander 2017,Door of Destinies,FALSE,2.21,1.84,InfinityGames,4,1.48,0.20
Commander 2017,Door of Destinies,FALSE,2.21,1.82,komet,3,1.17,0.21
Commander 2017,Door of Destinies,FALSE,2.21,1.70,NICETOPDECK,3,1.53,0.30
Commander 2017,Sol Ring,FALSE,1.32,1.18,Manamaze,16,2.24,0.12
Commander 2017,Sol Ring,FALSE,1.32,1.07,PrincJason,17,4.25,0.23
Commander 2017,Sol Ring,FALSE,1.32,1.10,MagicBarcelona,8,1.76,0.20
Commander 2017,Sol Ring,FALSE,1.32,1.04,Eurekagames,17,4.76,0.27
Commander 2017,Sol Ring,FALSE,1.32,1.11,Shadwell,14,2.94,0.19
Commander 2017,Sol Ring,FALSE,1.32,1.15,WizardshopCz,8,1.36,0.15
Commander 2017,Sol Ring,FALSE,1.32,1.06,Schaffel,17,4.42,0.25
Commander 2017,Sol Ring,FALSE,1.32,1.00,TEMPEST-STORE,17,5.44,0.32
Commander 2017,Sol Ring,FALSE,1.32,1.09,RetroMagic,10,2.30,0.21
Commander 2017,Sol Ring,FALSE,1.32,1.04,DualGames-Alicante,7,1.96,0.27
Commander 2017,Sol Ring,FALSE,1.32,1.11,komet,8,1.68,0.19
Commander 2017,Sol Ring,FALSE,1.32,0.98,Magiccardshop,17,5.78,0.35
Commander 2017,Sol Ring,FALSE,1.32,0.98,Sorcith,8,2.72,0.35
Commander 2017,Sol Ring,FALSE,1.32,1.09,boku-games,8,1.84,0.21
Commander 2017,Sol Ring,FALSE,1.32,1.14,MoonVillage,4,0.72,0.16
Commander 2017,Mirari's Wake,FALSE,3.85,3.38,JupiterMadridNorte,10,4.70,0.14
Commander 2017,Mirari's Wake,FALSE,3.85,3.36,Mazvigosl,8,3.92,0.15
Commander 2017,Mirari's Wake,FALSE,3.85,3.28,NICETOPDECK,10,5.70,0.17
Commander 2017,Sword of the Animist,FALSE,0.80,0.61,MagicBarcelona,8,1.52,0.31
Commander 2017,Sword of the Animist,FALSE,0.80,0.52,JupiterMadridNorte,16,4.48,0.54
Commander 2017,Sword of the Animist,FALSE,0.80,0.58,TEMPEST-STORE,7,1.54,0.38
Commander 2017,Sword of the Animist,FALSE,0.80,0.56,Mazvigosl,8,1.92,0.43
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.54,Goat-enterprise,16,0.96,0.11
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.48,ThreeForOne-DE,14,1.68,0.25
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.53,tiburonapu,4,0.28,0.13
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.46,Shadwell,10,1.40,0.30
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.36,Mazvigosl,8,1.92,0.67
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.36,MagicTradeHouseNo1,17,4.08,0.67
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.39,Games-Island,13,2.73,0.54
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.54,Kartenguru,4,0.24,0.11
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.29,NICETOPDECK,17,5.27,1.07
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.29,Eurekagames,17,5.27,1.07
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.42,mtghaus,8,1.44,0.43
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.31,DualGames-Alicante,8,2.32,0.94
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.42,leeya,12,2.16,0.43
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.53,PlaneswalkerPL,5,0.35,0.13
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.46,e-LegionPL,6,0.84,0.30
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.45,manainfinito,3,0.45,0.33
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.45,Tarmogoyf,4,0.60,0.33
Commander Anthology,Darksteel Mutation,FALSE,0.60,0.32,eli1,12,3.36,0.88
Commander Anthology,Arcane Denial,FALSE,0.48,0.42,JupiterMadridNorte,17,1.02,0.14
Commander Anthology,Arcane Denial,FALSE,0.48,0.42,Eurekagames,17,1.02,0.14
Commander Anthology,Dread Summons,FALSE,0.68,0.56,Mazvigosl,8,0.96,0.21
Commander Anthology,Anger,FALSE,1.20,1.03,JupiterMadridNorte,17,2.89,0.17
Commander Anthology,Anger,FALSE,1.20,1.02,TROPPORICCO,17,3.06,0.18
Commander Anthology,Anger,FALSE,1.20,1.06,Mazvigosl,8,1.12,0.13
Commander Anthology,Anger,FALSE,1.20,0.97,leeya,12,2.76,0.24
Commander Anthology,Pyrohemia,FALSE,0.40,0.30,Eurekagames,17,1.70,0.33
Commander Anthology,Pyrohemia,FALSE,0.40,0.36,MagicTradeHouseNo1,17,0.68,0.11
Commander Anthology,Pyrohemia,FALSE,0.40,0.31,DualGames-Alicante,8,0.72,0.29
Commander Anthology,Pyrohemia,FALSE,0.40,0.31,willybizarre,8,0.72,0.29
Commander Anthology,Pyrohemia,FALSE,0.40,0.33,TEMPEST-STORE,6,0.42,0.21
Commander Anthology,Pyrohemia,FALSE,0.40,0.31,Magiccardshop,11,0.99,0.29
Commander Anthology,Pyrohemia,FALSE,0.40,0.20,NICETOPDECK,17,3.40,1.00
Commander Anthology,Pyrohemia,FALSE,0.40,0.26,Mazvigosl,8,1.12,0.54
Commander Anthology,Pyrohemia,FALSE,0.40,0.29,PlaneswalkerPL,10,1.10,0.38
Commander Anthology,Pyrohemia,FALSE,0.40,0.15,PimperMan,17,4.25,1.67
Commander Anthology,Pyrohemia,FALSE,0.40,0.32,eli1,12,0.96,0.25
Commander Anthology,Pyrohemia,FALSE,0.40,0.19,Mtgspot,17,3.57,1.11
Commander Anthology,Bane of Progress,FALSE,1.12,1.01,DualGames-Alicante,8,0.88,0.11
Commander Anthology,Bane of Progress,FALSE,1.12,0.99,Schaffel,16,2.08,0.13
Commander Anthology,Bane of Progress,FALSE,1.12,0.97,eli1,12,1.80,0.15
Commander Anthology,Bane of Progress,FALSE,1.12,0.79,NICETOPDECK,17,5.61,0.42
Commander Anthology,Bane of Progress,FALSE,1.12,0.75,JupiterMadridNorte,17,6.29,0.49
Commander Anthology,Bane of Progress,FALSE,1.12,0.75,Eurekagames,17,6.29,0.49
Commander Anthology,Bane of Progress,FALSE,1.12,0.81,Mazvigosl,8,2.48,0.38
Commander Anthology,Bane of Progress,FALSE,1.12,0.87,leeya,12,3.00,0.29
Commander Anthology,Bane of Progress,FALSE,1.12,1.00,JupiterMadridNorte,2,0.24,0.12
Commander Anthology,Sylvan Safekeeper,FALSE,0.48,0.43,Mtgspot,17,0.85,0.12
Commander Anthology,Eternal Witness,FALSE,3.61,3.04,NICETOPDECK,17,9.69,0.19
Commander Anthology,Eternal Witness,FALSE,3.61,3.19,e-LegionPL,5,2.10,0.13
Commander Anthology,Krosan Grip,FALSE,0.64,0.54,JupiterMadridNorte,17,1.70,0.19
Commander Anthology,Krosan Grip,FALSE,0.64,0.50,PimperMan,17,2.38,0.28
Commander Anthology,Krosan Grip,FALSE,0.64,0.56,PlaneswalkerWorld,8,0.64,0.14
Commander Anthology,Krosan Grip,FALSE,0.64,0.43,NICETOPDECK,17,3.57,0.49
Commander Anthology,Krosan Grip,FALSE,0.64,0.37,Eurekagames,17,4.59,0.73
Commander Anthology,Krosan Grip,FALSE,0.64,0.43,Mazvigosl,8,1.68,0.49
Commander Anthology,Krosan Grip,FALSE,0.64,0.35,PlaneswalkerWorld,17,4.93,0.83
Commander Anthology,Krosan Grip,FALSE,0.64,0.39,Mtgspot,17,4.25,0.64
Commander Anthology,Krosan Grip,FALSE,0.64,0.47,leeya,12,2.04,0.36
Commander Anthology,Mycoloth,FALSE,0.48,0.39,NICETOPDECK,17,1.53,0.23
Commander Anthology,Mycoloth,FALSE,0.48,0.43,Mazvigosl,8,0.40,0.12
Commander Anthology,Mycoloth,FALSE,0.48,0.35,Eurekagames,17,2.21,0.37
Commander Anthology,"Mazirek, Kraul Death Priest",FALSE,1.12,0.94,NICETOPDECK,17,3.06,0.19
Commander Anthology,"Mazirek, Kraul Death Priest",FALSE,1.12,0.93,Dominaria,12,2.28,0.20
Commander Anthology,"Mazirek, Kraul Death Priest",FALSE,1.12,0.97,leeya,12,1.80,0.15
Commander Anthology,Murkfiend Liege,FALSE,0.92,0.78,Eurekagames,17,2.38,0.18
Commander Anthology,Murkfiend Liege,FALSE,0.92,0.83,TEMPEST-STORE,9,0.81,0.11
Commander Anthology,Murkfiend Liege,FALSE,0.92,0.77,NICETOPDECK,17,2.55,0.19
Commander Anthology,Murkfiend Liege,FALSE,0.92,0.76,PimperMan,17,2.72,0.21
Commander Anthology,Murkfiend Liege,FALSE,0.92,0.81,Mtgspot,17,1.87,0.14
Commander Anthology,Conjurer's Closet,FALSE,0.64,0.53,JupiterMadridNorte,17,1.87,0.21
Commander Anthology,Conjurer's Closet,FALSE,0.64,0.53,PlaneswalkerWorld,11,1.21,0.21
Commander Anthology,Conjurer's Closet,FALSE,0.64,0.50,NICETOPDECK,17,2.38,0.28
Commander Anthology,Conjurer's Closet,FALSE,0.64,0.54,Mazvigosl,8,0.80,0.19
Commander Anthology,Conjurer's Closet,FALSE,0.64,0.39,Eurekagames,17,4.25,0.64
Commander Anthology,Conjurer's Closet,FALSE,0.64,0.52,leeya,12,1.44,0.23
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.36,DualGames-Alicante,16,2.56,0.44
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.35,PlaneswalkerWorld,17,2.89,0.49
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.35,JupiterMadridNorte,17,2.89,0.49
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.41,DUAL-GAMES,8,0.88,0.27
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.40,willybizarre,8,0.96,0.30
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.40,Mazvigosl,8,0.96,0.30
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.40,Shadwell,16,1.92,0.30
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.39,Dunkler-Herrscher,17,2.21,0.33
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.36,MagicTradeHouseNo1,17,2.72,0.44
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.36,Games-Island,17,2.72,0.44
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.44,Rusty2410,9,0.72,0.18
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.29,NICETOPDECK,17,3.91,0.79
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.46,Kartenguru,8,0.48,0.13
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.33,Magiccardshop,17,3.23,0.58
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.45,Eurekagames,4,0.28,0.16
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.27,Eurekagames,17,4.25,0.93
Commander Anthology,Swiftfoot Boots,FALSE,0.52,0.31,Mtgspot,17,3.57,0.68
Commander Anthology,Thought Vessel,FALSE,1.81,1.55,NewMagicShop2010,17,4.42,0.17
Commander Anthology,Thought Vessel,FALSE,1.81,1.60,ThreeForOne-AT,2,0.42,0.13
Commander Anthology,Thousand-Year Elixir,FALSE,2.01,1.82,NICETOPDECK,15,2.85,0.10
Commander Anthology,Thousand-Year Elixir,FALSE,2.01,1.80,PlaneswalkerWorld,17,3.57,0.12
Duel Decks: Phyrexia vs. the Coalition,Phyrexian Arena,FALSE,3.37,2.75,XkryVentas,2,1.24,0.23
Duel Decks: Phyrexia vs. the Coalition,Phyrexian Arena,FALSE,3.37,2.90,Sagaz,1,0.47,0.16
Duel Decks: Phyrexia vs. the Coalition,"Rith, the Awakener",FALSE,0.64,0.55,MTGCARDPLACE,17,1.53,0.16
Duel Decks: Phyrexia vs. the Coalition,"Rith, the Awakener",FALSE,0.64,0.53,president,4,0.44,0.21
Duel Decks: Venser vs. Koth,Anger,FALSE,2.93,2.55,komet,4,1.52,0.15
Duel Decks: Venser vs. Koth,Anger,FALSE,2.93,2.25,president,2,1.36,0.30
Duel Decks: Zendikar vs. Eldrazi,It That Betrays,FALSE,2.01,1.73,winky-slade,4,1.12,0.16
Duel Decks: Speed vs. Cunning,Goblin Bombardment,FALSE,1.36,1.04,MTGWARHAMMER,17,5.44,0.31
Duel Decks: Speed vs. Cunning,Goblin Bombardment,FALSE,1.36,1.06,Shadwell,16,4.80,0.28
Duel Decks: Speed vs. Cunning,Goblin Bombardment,FALSE,1.36,1.14,Turok79,4,0.88,0.19
Duel Decks: Speed vs. Cunning,Goblin Bombardment,FALSE,1.36,1.13,inGenio,4,0.92,0.20
Duel Decks: Speed vs. Cunning,Goblin Bombardment,FALSE,1.36,0.90,Shadwell,16,7.36,0.51
Duel Decks: Speed vs. Cunning,Goblin Bombardment,FALSE,1.36,0.85,TROPPORICCO,3,1.53,0.60
Duel Decks: Speed vs. Cunning,Goblin Bombardment,FALSE,1.36,0.78,Tarmogoyf,4,2.32,0.74
Magic: The Gathering-Commander,Acorn Catapult,FALSE,0.72,0.61,Shadwell,15,1.65,0.18
Magic: The Gathering-Commander,Acorn Catapult,FALSE,0.72,0.49,Eurekagames,17,3.91,0.47
Betrayers of Kamigawa,Patron of the Moon,FALSE,0.64,0.53,pacofaco,4,0.44,0.21
Betrayers of Kamigawa,Veil of Secrecy,TRUE,0.43,0.37,xADx,8,0.48,0.16
Betrayers of Kamigawa,"Shizuko, Caller of Autumn",FALSE,1.00,0.70,icebox,4,1.20,0.43
Betrayers of Kamigawa,That Which Was Taken,FALSE,2.21,1.76,kolonisten,3,1.35,0.26
Conspiracy: Take the Crown,Skyline Despot,TRUE,3.21,2.90,duduremus,1,0.31,0.11
Conspiracy: Take the Crown,Skyline Despot,FALSE,0.40,0.20,TheMindSculptor,17,3.40,1.00
Conspiracy: Take the Crown,Skyline Despot,FALSE,0.40,0.31,MTGTopdecker,8,0.72,0.29
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,1.10,NewAge,2,0.36,0.16
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.93,TT5TT5,3,1.05,0.38
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.80,mr-mystik,4,1.92,0.60
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,1.14,lorescale,4,0.56,0.12
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.89,mr-mystik,3,1.17,0.44
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.89,BlackSun,3,1.17,0.44
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.72,AvalonBurgos,4,2.24,0.78
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,1.14,TheTabernacle,4,0.56,0.12
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.68,MTGTopdecker,8,4.80,0.88
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.91,elcampoesverde,5,1.85,0.41
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.99,sedehiMTG,2,0.58,0.29
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.69,lisa1985,4,2.36,0.86
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.80,NEMESIS23180,2,0.96,0.60
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.58,inGenio,4,2.80,1.21
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.75,Eustache,3,1.59,0.71
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,0.95,kdodj,2,0.66,0.35
Conspiracy: Take the Crown,Selvala's Stampede,FALSE,1.28,1.10,Tauriel,1,0.18,0.16
Conspiracy: Take the Crown,Disenchant,TRUE,0.36,0.29,Eurekagames,17,1.19,0.24
Conspiracy: Take the Crown,Ghostly Prison,FALSE,1.40,1.18,Arcea,4,0.88,0.19
Conspiracy: Take the Crown,Ghostly Prison,FALSE,1.40,1.20,Anoia53,3,0.60,0.17
Conspiracy: Take the Crown,Ghostly Prison,FALSE,1.40,1.20,butterfly2,4,0.80,0.17
Conspiracy: Take the Crown,Ghostly Prison,FALSE,1.40,0.91,boku-games,17,8.33,0.54
Conspiracy: Take the Crown,Ghostly Prison,FALSE,1.40,1.27,zazabi,4,0.52,0.10
Conspiracy: Take the Crown,Ghostly Prison,FALSE,1.40,0.99,scopcz,7,2.87,0.41
Conspiracy: Take the Crown,Ghostly Prison,FALSE,1.40,1.17,ultimatewarrior,9,2.07,0.20
Conspiracy: Take the Crown,Ghostly Prison,FALSE,1.40,1.05,Dominaria,3,1.05,0.33
Conspiracy: Take the Crown,Guardian of the Gateless,TRUE,0.48,0.42,WizardshopCz,10,0.60,0.14
Conspiracy: Take the Crown,Guardian of the Gateless,TRUE,0.48,0.34,Mazvigosl,6,0.84,0.41
Conspiracy: Take the Crown,Guardian of the Gateless,TRUE,0.48,0.25,Eurekagames,13,2.99,0.92
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.73,LittleMissPlayset,4,1.08,0.37
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.62,LittleMissPlayset,7,2.66,0.61
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.77,Rawcast,4,0.92,0.30
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.57,Mazvigosl,8,3.44,0.75
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.85,Myysterio,3,0.45,0.18
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.67,BCN-CARDS,4,1.32,0.49
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.87,sakuraharuno,3,0.39,0.15
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.70,NEMESIS23180,3,0.90,0.43
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.63,inGenio,4,1.48,0.59
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.55,Spanglish,4,1.80,0.82
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.62,MTGTopdecker,4,1.52,0.61
Conspiracy: Take the Crown,Desertion,FALSE,1.00,0.70,TJHollaar,4,1.20,0.43
Conspiracy: Take the Crown,Gratuitous Violence,FALSE,0.48,0.42,AceMagicDealer,4,0.24,0.14
Conspiracy: Take the Crown,Gratuitous Violence,FALSE,0.48,0.36,MTGTopdecker,8,0.96,0.33
Conspiracy: Take the Crown,Gratuitous Violence,FALSE,0.48,0.43,ultimatewarrior,4,0.20,0.12
Conspiracy: Take the Crown,Guttersnipe,TRUE,1.27,1.08,Mazvigosl,7,1.33,0.18
Conspiracy: Take the Crown,Guttersnipe,TRUE,1.27,1.02,Eurekagames,11,2.75,0.25
Conspiracy: Take the Crown,Exotic Orchard,TRUE,3.09,2.59,SpielRaum,4,2.00,0.19
Conspiracy: Take the Crown,Exotic Orchard,TRUE,3.09,2.55,Sororicide,2,1.08,0.21
Conspiracy: Take the Crown,Exotic Orchard,TRUE,3.09,2.80,SpoilerComics,1,0.29,0.10
Conspiracy: Take the Crown,Exotic Orchard,TRUE,3.09,2.80,Ohnwuzla,1,0.29,0.10
Eldritch Moon,Sigarda's Aid,FALSE,0.58,0.49,xomero,4,0.36,0.18
Eldritch Moon,Sigarda's Aid,FALSE,0.58,0.48,Monliego,4,0.40,0.21
Eldritch Moon,Mind's Dilation,FALSE,0.92,0.77,inGenio,4,0.60,0.19
Magic: The Gathering—Conspiracy,Plea for Power,FALSE,0.58,0.43,MTGCARDPLACE,5,0.75,0.35
Magic: The Gathering—Conspiracy,Plea for Power,FALSE,0.58,0.33,NICETOPDECK,12,3.00,0.76
Magic: The Gathering—Conspiracy,Plea for Power,FALSE,0.58,0.36,Games-Island,17,3.74,0.61
Magic: The Gathering—Conspiracy,Plea for Power,FALSE,0.58,0.50,MTG-Collector,3,0.24,0.16
Magic: The Gathering—Conspiracy,Treasonous Ogre,TRUE,2.65,2.29,TEMPEST-STORE,3,1.08,0.16
Magic: The Gathering—Conspiracy,Treasonous Ogre,TRUE,2.65,2.40,Chipicarl987,1,0.25,0.10
Magic: The Gathering—Conspiracy,Treasonous Ogre,TRUE,2.65,1.90,Virtus895,1,0.75,0.39
Magic: The Gathering—Conspiracy,Treasonous Ogre,TRUE,2.65,1.50,Mtgspot,3,3.45,0.77
Magic: The Gathering—Conspiracy,Deathreap Ritual,FALSE,0.48,0.40,inGenio,4,0.32,0.20
Magic: The Gathering—Conspiracy,Deathreap Ritual,FALSE,0.48,0.38,Jaskevic,4,0.40,0.26
Magic: The Gathering—Conspiracy,Deathreap Ritual,FALSE,0.48,0.40,Chipicarl987,3,0.24,0.20
Magic: The Gathering—Conspiracy,Heartless Hidetsugu,TRUE,2.65,2.29,MagicTradeHouseNo1,3,1.08,0.16
Magic: The Gathering—Conspiracy,Heartless Hidetsugu,TRUE,2.65,1.72,TEMPEST-STORE,4,3.72,0.54
Magic: The Gathering—Conspiracy,Heartless Hidetsugu,TRUE,2.65,1.76,Mtgspot,6,5.34,0.51
Magic: The Gathering—Conspiracy,Heartless Hidetsugu,TRUE,2.65,2.15,Kavoldox,2,1.00,0.23
Magic: The Gathering—Conspiracy,Heartless Hidetsugu,TRUE,2.65,2.10,Jarod,1,0.55,0.26
Magic: The Gathering—Conspiracy,Heartless Hidetsugu,TRUE,2.65,2.30,sboemble,1,0.35,0.15
Magic: The Gathering—Conspiracy,Heartless Hidetsugu,TRUE,2.65,1.90,Brancks,1,0.75,0.39
Magic: The Gathering—Conspiracy,Heartless Hidetsugu,TRUE,2.65,2.19,gangstarbbg,1,0.46,0.21
Magic: The Gathering—Conspiracy,Heartless Hidetsugu,TRUE,2.65,1.85,Belen,1,0.80,0.43
Magic: The Gathering—Conspiracy,Quag Vampires,TRUE,0.56,0.31,TEMPEST-STORE,8,2.00,0.81
Magic: The Gathering—Conspiracy,Quag Vampires,TRUE,0.56,0.34,Mazvigosl,6,1.32,0.65
Magic: The Gathering—Conspiracy,Unquestioned Authority,TRUE,1.28,1.05,Eurekagames,3,0.69,0.22
Magic: The Gathering—Conspiracy,Unquestioned Authority,FALSE,0.16,0.12,NEMESIS23180,17,0.68,0.33
Magic: The Gathering—Conspiracy,Decimate,FALSE,0.64,0.56,Dominaria,11,0.88,0.14
Magic: The Gathering—Conspiracy,Altar of Dementia,FALSE,1.81,1.60,ellerix,1,0.21,0.13
Magic: The Gathering—Conspiracy,Reflecting Pool,FALSE,5.62,4.90,Leprepek,1,0.72,0.15
Magic: The Gathering—Conspiracy,Reflecting Pool,FALSE,5.62,4.90,Lisymachus1986,1,0.72,0.15
Eventide,Springjack Shepherd,FALSE,0.64,0.58,magic-mercato,4,0.24,0.10
Eventide,Inundate,FALSE,1.12,1.00,stylehh,3,0.36,0.12
Eventide,Inundate,FALSE,1.12,0.78,MTG-Altered,3,1.02,0.44
Eventide,Soul Snuffers,FALSE,0.60,0.50,Ywin,4,0.40,0.20
Eventide,Soul Snuffers,FALSE,0.60,0.50,Keeperofthecards,4,0.40,0.20
Eventide,Soul Snuffers,FALSE,0.60,0.34,MarMagic,5,1.30,0.76
Eventide,Soul Snuffers,FALSE,0.60,0.31,guilhermeapoliveira,10,2.90,0.94
Eventide,Soul Snuffers,FALSE,0.60,0.45,LandofCards,4,0.60,0.33
