eur;name;id;condition;usd;set;isFoil;idLanguage;count
0.25;Search for Survivors;24641;NM;0.29;Prophecy;False;4;1
0.48;Search for Tomorrow;205408;NM;0.35;Planechase;False;1;2
;Search for Tomorrow;2000572;NM;;Iconic Masters;False;4;1
0.29;Search for Tomorrow;108802;NM;0.25;Time Spiral;True;1;1
0.29;Search for Tomorrow;108802;NM;0.25;Time Spiral;False;4;2
0.08;Search the City;265404;NM;0.25;Return to Ravnica;False;1;3
0.01;Search Warrant;253614;NM;0.12;Return to Ravnica;False;1;18
0.01;Search Warrant;253614;NM;0.12;Return to Ravnica;False;4;4
0.97;Searing Blaze;193982;NM;1.22;Worldwake;True;1;1
0.97;Searing Blaze;193982;NM;1.22;Worldwake;False;1;5
0.97;Searing Blaze;193982;NM;1.22;Worldwake;False;4;1
0.53;Searing Blood;378483;NM;0.28;Born of the Gods;False;4;2
;Searing Spear;1000446;NM;;Friday Night Magic;True;4;1
0.44;Searing Wind;24650;NM;0.39;Prophecy;False;4;3
0.14;Seaside Citadel;426070;NM;0.25;Modern Masters 2017 Edition;False;1;2
0.14;Seaside Citadel;426070;NM;0.25;Modern Masters 2017 Edition;True;1;2
0.25;Seaside Citadel;174950;NM;0.35;Shards of Alara;False;4;1
0.06;Seasoned Marshal;5776;NM;0.2;Urza's Saga;False;1;1
0.03;Seasoned Marshal;87347;NM;0.19;Ninth Edition;True;1;1
0.6;Seat of the Synod;222740;NM;0.99;Duel Decks: Elspeth vs. Tezzeret;False;1;1
0.52;Seat of the Synod;46064;NM;1.05;Mirrodin;False;5;1
0.52;Seat of the Synod;46064;NM;1.05;Mirrodin;False;1;3
0.52;Seat of the Synod;46064;NM;1.05;Mirrodin;False;4;12
0.12;Secluded Steppe;247352;NM;0.17;Commander;False;1;1
0.12;Secluded Steppe;41137;NM;0.16;Onslaught;False;4;5
0.12;Secluded Steppe;41137;NM;0.16;Onslaught;True;1;1
0.12;Secluded Steppe;41137;NM;0.16;Onslaught;False;1;4
0.9;Second Sunrise;49009;NM;1.66;Mirrodin;False;1;1
0.04;Security Blockade;270790;NM;0.18;Return to Ravnica;False;1;3
0.04;Security Blockade;270790;NM;0.18;Return to Ravnica;False;4;3
0.06;Sedge Scorpion;373718;NM;0.13;Theros;False;4;11
0.06;Sedge Scorpion;373718;NM;0.13;Theros;False;1;13
0.06;Sedge Scorpion;373718;NM;0.13;Theros;True;1;1
0.63;Sedge Troll;1315;NM;0.49;Revised Edition;False;1;1
0.2;Sedraxis Specter;174838;NM;0.35;Shards of Alara;False;1;1
0.9;Sedris, the Traitor King;175111;NM;2.66;Shards of Alara;False;4;1
0.9;Sedris, the Traitor King;175111;NM;2.66;Shards of Alara;False;1;5
10.22;Seedborn Muse;43607;NM;19.31;Legions;False;1;1
0.27;Seeds of Renewal;420641;NM;0.25;Commander 2016;False;1;1
0.46;Seedtime;34205;NM;0.99;Judgment;False;1;1
0.05;Seek the Horizon;289224;NM;0.17;Return to Ravnica;False;4;4
0.05;Seek the Horizon;289224;NM;0.17;Return to Ravnica;False;1;6
0.03;Seeker of Insight;426771;NM;0.12;Amonkhet;False;4;4
0.03;Seeker of Insight;426771;NM;0.12;Amonkhet;False;1;2
0.03;Seeker of Insight;426771;NM;0.12;Amonkhet;True;1;1
0.11;Seeker of the Way;386660;NM;0.22;Khans of Tarkir;False;4;2
0.11;Seeker of the Way;386660;NM;0.22;Khans of Tarkir;True;1;1
0.06;Seekers' Squire;435275;NM;0.18;Ixalan;False;1;1
0.03;Seer of the Last Tomorrow;430733;NM;0.12;Hour of Devastation;False;1;1
0.03;Seer of the Last Tomorrow;430733;NM;0.12;Hour of Devastation;False;4;1
0.18;Seer's Sundial;201561;NM;0.29;Worldwake;False;4;3
0.42;Seething Song;34945;NM;0.49;Mirrodin;False;4;3
0.42;Seething Song;34945;NM;0.49;Mirrodin;False;1;16
0.32;Seething Song;83377;NM;0.65;Ninth Edition;False;1;1
0.69;Segovian Leviathan;1502;NM;0.37;Legends;False;1;1
2.75;Seismic Assault;6130;NM;4.49;Exodus;False;1;4
0.24;Seismic Mage;19835;NM;0.29;Mercadian Masques;False;4;1
0.66;Seizan, Perverter of Truth;78965;NM;2.93;Champions of Kamigawa;False;4;1
1.94;Seize the Day;30573;NM;3.86;Odyssey;False;1;1
0.13;Sejiri Steppe;197788;NM;0.13;Worldwake;True;1;1
0.02;Select for Inspection;417636;NM;0.12;Kaladesh;True;1;1
0.02;Select for Inspection;417636;NM;0.12;Kaladesh;False;4;2
0.11;Selective Memory;194700;NM;0.25;Worldwake;False;4;2
0.27;Selesnya Charm;253651;NM;0.18;Return to Ravnica;True;1;1
0.04;Selesnya Guildgate;426071;NM;0.14;Modern Masters 2017 Edition;True;1;2
0.08;Selesnya Guildgate;271099;NM;0.14;Return to Ravnica;False;1;12
0.08;Selesnya Guildgate;271099;NM;0.14;Return to Ravnica;False;4;3
0.08;Selesnya Guildgate;271099;NM;0.14;Return to Ravnica;True;1;2
0.1;Selesnya Keyrune;253631;NM;0.17;Return to Ravnica;False;1;4
0.03;Selesnya Sentry;265382;NM;0.13;Return to Ravnica;False;1;10
0.14;Selesnya Signet;426051;NM;0.22;Modern Masters 2017 Edition;False;1;4
0.14;Selesnya Signet;426051;NM;0.22;Modern Masters 2017 Edition;True;1;1
0.02;Self-Assembler;417805;NM;0.11;Kaladesh;False;1;1
0.02;Self-Assembler;417805;NM;0.11;Kaladesh;False;4;6
0.04;Selfless Cathar;221219;NM;0.12;Innistrad;True;1;1
2.13;Selfless Squire;420621;NM;3.49;Commander 2016;False;1;1
0.01;Seller of Songbirds;253656;NM;0.12;Return to Ravnica;False;1;12
0.77;Selvala's Stampede;416828;NM;1.5;Conspiracy: Take the Crown;False;1;17
12.27;Sen Triplets;180607;NM;20.28;Alara Reborn;False;4;1
12.27;Sen Triplets;180607;NM;20.28;Alara Reborn;False;1;1
0.11;Sengir Autocrat;413647;NM;0.23;Eternal Masters;True;1;1
0.28;Sengir Vampire;1179;NM;0.25;Revised Edition;False;1;1
0.23;Sengir Vampire;35086;NM;0.35;Torment;False;1;2
0.23;Sengir Vampire;35086;NM;0.35;Torment;False;6;1
0.23;Sengir Vampire;35086;NM;0.35;Torment;False;4;1
0.43;Sengir Vampire;84688;NM;0.35;Ninth Edition;False;1;1
5.22;Sensei's Divining Top;50400;NM;11.11;Champions of Kamigawa;False;1;4
0.05;Sentinel Spider;249681;NM;0.12;Magic 2013;True;1;1
0.07;Sentinel Totem;435404;NM;0.22;Ixalan;False;1;1
0.03;Sentry Oak;145970;NM;0.18;Lorwyn;True;4;1
0.02;Sentry of the Underworld;373697;NM;0.17;Theros;False;4;5
0.02;Sentry of the Underworld;373697;NM;0.17;Theros;False;1;8
0.05;Separatist Voidmage;398608;NM;0.13;Magic Origins;True;1;1
0.78;Sepulchral Primordial;366285;NM;0.99;Gatecrash;False;4;2
0.08;Seraph of Dawn;240078;NM;0.13;Avacyn Restored;True;1;1
0.08;Seraph of Dawn;240078;NM;0.13;Avacyn Restored;True;4;1
0.03;Seraph of the Suns;426730;NM;0.19;Amonkhet;False;1;1
0.42;Seraph of the Sword;370620;NM;0.61;Magic 2014 Core Set;False;1;1
0.42;Seraph of the Sword;370620;NM;0.61;Magic 2014 Core Set;False;4;1
1.59;Serendib Efreet;1221;NM;0.99;Revised Edition;False;1;4
0.3;Serene Master;376494;NM;0.35;Commander 2013;False;1;1
1.12;Serenity;15360;NM;1.02;Classic Sixth Edition;False;1;1
0.05;Serpent Skin;75404;NM;0.13;Champions of Kamigawa;True;4;1
0.2;Serra Angel;196999;NM;0.25;Duel Decks: Divine vs. Demonic;False;1;1
0.49;Serra Angel;1366;NM;0.35;Revised Edition;False;1;2
7.85;Serra Ascendant;204989;NM;9.99;Magic 2011;False;4;1
1.74;Serra Avenger;113519;NM;1.79;Time Spiral;False;1;4
1.74;Serra Avenger;113519;NM;1.79;Time Spiral;False;4;1
1.55;Serra Avenger;288762;NM;1.71;Magic 2013;False;4;1
0.36;Serra's Liturgy;8444;NM;0.35;Urza's Saga;False;1;1
38.83;Serra's Sanctum;9674;NM;56.72;Urza's Saga;False;1;3
0.27;Serrated Arrows;202280;NM;0.35;Duel Decks: Garruk vs. Liliana;False;1;3
0.25;Serrated Arrows;2909;NM;0.25;Homelands;False;1;3
;Serrated Arrows;109730;NM;0.35;"Time Spiral ""Timeshifted""";True;1;2
;Serrated Arrows;109730;NM;0.35;"Time Spiral ""Timeshifted""";False;1;1
0.82;Serum Powder;48920;NM;1.49;Darksteel;False;4;1
1.23;Serum Visions;416877;NM;1.99;Conspiracy: Take the Crown;False;1;3
1.34;Serum Visions;425874;NM;1.99;Modern Masters 2017 Edition;True;1;1
0.26;Servant of the Conduit;417742;NM;0.53;Kaladesh;False;4;3
0.11;Servo Exhibition;417600;NM;0.19;Kaladesh;False;4;1
0.08;Servo Schematic;423843;NM;0.2;Aether Revolt;False;4;2
3.96;Seshiro the Anointed;80256;NM;7.12;Champions of Kamigawa;True;1;1
0.09;Set Adrift;386661;NM;0.17;Khans of Tarkir;True;4;1
0.09;Set Adrift;386661;NM;0.17;Khans of Tarkir;False;4;2
0.02;Setessan Battle Priest;373515;NM;0.12;Theros;False;4;11
0.02;Setessan Battle Priest;373515;NM;0.12;Theros;False;1;13
0.02;Setessan Griffin;373574;NM;0.12;Theros;False;1;11
0.02;Setessan Griffin;373574;NM;0.12;Theros;False;4;8
3.31;Settle the Wreckage;435186;NM;3.52;Ixalan;False;4;1
0.13;Sever the Bloodline;425909;NM;0.25;Modern Masters 2017 Edition;False;1;1
0.16;Sever the Bloodline;245194;NM;0.25;Innistrad;False;4;2
3.2;Sewer Nemesis;236482;NM;3.99;Commander;False;1;1
0.03;Sewer Shambler;253576;NM;0.12;Return to Ravnica;False;1;11
0.03;Sewer Shambler;253576;NM;0.12;Return to Ravnica;True;1;1
0.03;Sewer Shambler;253576;NM;0.12;Return to Ravnica;False;4;3
;Sewers of Estark;1000648;NM;;Media Inserts;False;1;1
0.08;Shadow Alley Denizen;366307;NM;0.13;Gatecrash;True;4;1
0.08;Shadow Alley Denizen;366307;NM;0.13;Gatecrash;True;1;1
0.31;Shadow of the Grave;426809;NM;0.25;Amonkhet;False;1;8
0.34;Shadow Rift;4725;NM;0.49;Tempest;False;4;2
0.34;Shadow Rift;4725;NM;0.49;Tempest;False;1;1
0.05;Shadow Slice;366455;NM;0.13;Gatecrash;True;1;1
1.63;Shadowblood Ridge;29794;NM;2.14;Odyssey;False;4;1
0.96;Shadowborn Apostle;370746;NM;1.62;Magic 2014 Core Set;False;4;34
0.96;Shadowborn Apostle;370746;NM;1.62;Magic 2014 Core Set;False;1;7
0.96;Shadowborn Apostle;370746;NM;1.62;Magic 2014 Core Set;True;1;1
0.43;Shadowmage Infiltrator;33604;NM;0.59;Odyssey;False;1;1
0.43;Shadowmage Infiltrator;33604;NM;0.59;Odyssey;False;4;1
0.43;Shadowmage Infiltrator;33604;NM;0.59;Odyssey;True;1;1
0.07;Shadowstorm Vizier;426908;NM;0.18;Amonkhet;False;1;1
140.0;Shahrazad;980;NM;200.23;Arabian Nights;False;1;1
7.58;Shallow Grave;3310;NM;8.4;Mirage;False;4;1
0.25;Shaman of the Pack;413747;NM;0.25;Eternal Masters;False;1;1
0.08;Shambleshark;366478;NM;0.13;Gatecrash;True;1;1
0.18;Shape Anew;194201;NM;0.35;Scars of Mirrodin;False;1;1
0.18;Shape Anew;194201;NM;0.35;Scars of Mirrodin;False;4;1
0.04;Shaper Apprentice;435228;NM;0.12;Ixalan;False;1;4
0.03;Shaper Parasite;122375;NM;0.13;Planar Chaos;True;4;1
0.08;Shapers of Nature;435384;NM;0.17;Ixalan;False;1;1
0.57;Shapesharer;140200;NM;2.18;Lorwyn;False;4;1
0.57;Shapesharer;140200;NM;2.18;Lorwyn;False;1;1
0.57;Shapesharer;140200;NM;2.18;Lorwyn;True;4;1
0.15;Shard Convergence;175034;NM;0.25;Conflux;True;1;1
0.28;Shard Phoenix;5155;NM;0.35;Stronghold;False;1;1
0.52;Shard Volley;152837;NM;0.87;Morningtide;False;1;2
0.28;Sharding Sphinx;376496;NM;0.41;Commander 2013;False;1;1
0.35;Sharding Sphinx;174881;NM;0.43;Shards of Alara;False;1;3
3.01;Shardless Agent;270733;NM;2.49;Planechase 2012;False;1;4
0.31;Shared Trauma;228259;NM;0.25;Commander;False;1;1
0.18;Sharuum the Hegemon;376497;NM;0.59;Commander 2013;False;1;1
0.6;Sharuum the Hegemon;175127;NM;0.79;Shards of Alara;False;6;4
0.6;Sharuum the Hegemon;175127;NM;0.79;Shards of Alara;False;1;1
0.04;Shattering Blow;366331;NM;0.12;Gatecrash;True;1;1
0.21;Shattering Pulse;5221;NM;0.2;Exodus;False;4;2
5.67;Shattering Spree;97233;NM;11.99;Guildpact;False;1;2
0.96;Shatterstorm;1317;NM;0.29;Revised Edition;False;1;1
0.03;Shed Weakness;426887;NM;0.12;Amonkhet;False;4;1
0.03;Shed Weakness;426887;NM;0.12;Amonkhet;False;1;1
0.03;Sheer Drop;402033;NM;0.12;Battle for Zendikar;True;1;1
0.1;Shefet Monitor;426888;NM;0.21;Amonkhet;False;4;3
0.1;Shefet Monitor;426888;NM;0.21;Amonkhet;False;1;1
3.39;Shelldock Isle;146178;NM;4.67;Lorwyn;False;1;1
0.18;Shelter;30761;NM;0.15;Odyssey;True;1;1
2.08;Sheltered Thicket;426950;NM;2.99;Amonkhet;True;1;1
0.08;Sheltering Light;435187;NM;0.18;Ixalan;False;1;2
0.15;Sheltering Prayers;24568;NM;0.34;Prophecy;False;4;1
;Sheoldred, Whispering One;1000104;NM;;Prerelease Events;True;4;2
0.62;Shield of the Oversoul;158762;NM;1.21;Shadowmoor;True;4;1
0.62;Shield of the Oversoul;158762;NM;1.21;Shadowmoor;False;1;1
0.62;Shield of the Oversoul;158762;NM;1.21;Shadowmoor;True;1;1
1.39;Shield Sphere;3056;NM;1.29;Alliances;False;1;2
0.32;Shifting Sliver;42078;NM;0.99;Legions;False;1;1
0.32;Shifting Sliver;42078;NM;0.99;Legions;False;4;1
0.38;Shifty Doppelganger;31823;NM;0.29;Odyssey;False;4;2
0.87;Shimmer;3363;NM;1.49;Mirage;False;4;1
0.53;Shimmer Myr;214042;NM;0.88;Mirrodin Besieged;False;1;4
0.04;Shimmering Glasskite;81978;NM;0.14;Betrayers of Kamigawa;False;4;1
0.04;Shimmering Glasskite;81978;NM;0.14;Betrayers of Kamigawa;True;1;1
0.04;Shimmering Grotto;370631;NM;0.17;Magic 2014 Core Set;True;1;2
0.04;Shimmerscale Drake;426772;NM;0.12;Amonkhet;False;1;1
0.04;Shimmerscale Drake;426772;NM;0.12;Amonkhet;False;4;3
0.03;Shining Aerosaur;435188;NM;0.12;Ixalan;False;1;4
;Shipbreaker Kraken;1000124;NM;;Prerelease Events;True;4;1
0.15;Shipbreaker Kraken;373637;NM;0.25;Theros;False;1;1
0.15;Shipbreaker Kraken;373637;NM;0.25;Theros;False;4;1
0.02;Shipwreck Looter;435229;NM;0.12;Ixalan;False;1;2
0.01;Shipwreck Moray;423712;NM;0.12;Aether Revolt;False;4;1
0.01;Shipwreck Moray;423712;NM;0.12;Aether Revolt;False;1;2
0.06;Shipwreck Singer;373702;NM;0.17;Theros;False;4;4
0.06;Shipwreck Singer;373702;NM;0.17;Theros;False;1;6
0.92;Shirei, Shizo's Caretaker;81987;NM;2.51;Betrayers of Kamigawa;False;1;1
0.08;Shiv's Embrace;5721;NM;0.2;Urza's Saga;False;1;2
2.02;Shivan Dragon;1318;NM;0.75;Revised Edition;False;1;1
0.21;Shivan Dragon;191320;NM;0.34;Magic 2010;False;1;1
0.16;Shivan Dragon;370825;NM;0.25;Magic 2014 Core Set;False;4;1
0.21;Shivan Phoenix;12423;NM;0.31;Urza's Legacy;False;1;1
2.7;Shivan Reef;23250;NM;3.2;Apocalypse;False;4;1
2.7;Shivan Reef;23250;NM;3.2;Apocalypse;True;1;1
2.7;Shivan Reef;23250;NM;3.2;Apocalypse;False;1;3
0.07;Shock;129732;NM;0.17;Tenth Edition;False;4;2
0.08;Shock;245184;NM;0.14;Magic 2012;False;1;4
0.07;Shock;423765;NM;0.17;Aether Revolt;False;4;2
0.55;Shocker;4848;NM;0.99;Tempest;False;4;1
0.02;Shore Keeper;435230;NM;0.13;Ixalan;False;1;2
0.08;Shorecrasher Mimic;151147;NM;0.13;Eventide;False;4;4
0.04;Shoreline Ranger;45841;NM;0.13;Scourge;True;1;1
16.64;Show and Tell;5697;NM;17.99;Urza's Saga;False;1;4
0.02;Show of Valor;370779;NM;0.12;Magic 2014 Core Set;True;4;1
0.24;Shrapnel Blast;383380;NM;0.22;Magic 2015 Core Set;False;4;1
0.02;Shredding Winds;373676;NM;0.12;Theros;False;4;16
0.02;Shredding Winds;373676;NM;0.12;Theros;False;1;15
0.02;Shredding Winds;373676;NM;0.12;Theros;True;4;1
0.05;Shrewd Negotiation;417637;NM;0.18;Kaladesh;False;4;2
0.07;Shriekhorn;213786;NM;0.13;Mirrodin Besieged;False;1;2
0.93;Shrieking Affliction;265409;NM;0.49;Return to Ravnica;False;4;1
0.93;Shrieking Affliction;265409;NM;0.49;Return to Ravnica;False;1;8
0.04;Shrieking Grotesque;96954;NM;0.13;Guildpact;True;1;1
0.47;Shriekmaw;146175;NM;1.01;Lorwyn;False;1;2
1.19;Shrine of Burning Rage;218018;NM;0.59;New Phyrexia;False;1;3
1.19;Shrine of Burning Rage;218018;NM;0.59;New Phyrexia;False;4;1
0.15;Shrouded Serpent;24595;NM;0.3;Prophecy;False;4;1
0.35;Shu Cavalry;10635;NM;1.29;Portal Three Kingdoms;False;1;1
0.23;Shu Yun, the Silent Tempest;391921;NM;0.29;Fate Reforged;False;4;1
0.14;Sickening Dreams;270460;NM;0.22;Premium Deck Series: Graveborn;True;1;2
0.11;Sickening Dreams;35063;NM;0.21;Torment;True;6;1
0.02;Sidewinder Naga;430823;NM;0.1;Hour of Devastation;False;1;1
0.74;Sidisi, Brood Tyrant;386664;NM;0.67;Khans of Tarkir;False;4;2
2.59;Sidisi, Undead Vizier;394695;NM;4.35;Dragons of Tarkir;False;1;4
0.01;Siege Mastodon;208293;NM;0.13;Magic 2011;True;1;1
0.04;Siege Modification;423766;NM;0.19;Aether Revolt;True;4;1
0.84;Siege Rhino;386666;NM;0.49;Khans of Tarkir;False;4;2
0.77;Siege-Gang Commander;43552;NM;1.68;Scourge;False;4;1
0.55;Sigarda's Aid;414333;NM;0.88;Eldritch Moon;False;4;1
11.39;Sigarda, Host of Herons;240033;NM;12.25;Avacyn Restored;False;1;1
0.04;Sigardian Priest;414334;NM;0.12;Eldritch Moon;True;1;1
0.07;Sigil Blessing;397756;NM;0.22;Modern Masters 2015 Edition;True;1;1
0.08;Sigil Blessing;177597;NM;0.17;Shards of Alara;True;1;1
0.47;Sigil of Distinction;174867;NM;0.69;Shards of Alara;False;4;1
0.47;Sigil of Distinction;174867;NM;0.69;Shards of Alara;True;1;1
0.47;Sigil of Distinction;174867;NM;0.69;Shards of Alara;False;1;1
0.59;Sigil of the Empty Throne;180271;NM;0.79;Conflux;False;1;1
0.29;Sigil of the New Dawn;39605;NM;0.35;Onslaught;False;4;1
0.02;Sigiled Behemoth;159688;NM;0.13;Alara Reborn;True;1;1
0.24;Sigiled Paladin;174958;NM;0.25;Shards of Alara;False;1;5
0.01;Sigiled Skink;380497;NM;0.13;Journey into Nyx;True;1;1
0.04;Sigiled Starfish;380498;NM;0.13;Journey into Nyx;True;4;1
0.43;Sign in Blood;220480;NM;0.21;Archenemy;False;1;2
0.15;Sign in Blood;190537;NM;0.15;Magic 2010;False;1;10
0.14;Sign in Blood;205118;NM;0.15;Magic 2011;True;1;1
0.14;Sign in Blood;205118;NM;0.15;Magic 2011;False;4;2
0.14;Sign in Blood;205118;NM;0.15;Magic 2011;False;1;6
0.1;Sign in Blood;383383;NM;0.14;Magic 2015 Core Set;False;4;6
1.04;Signal Pest;213773;NM;0.69;Mirrodin Besieged;False;4;2
1.04;Signal Pest;213773;NM;0.69;Mirrodin Besieged;False;1;2
0.21;Signal the Clans;366365;NM;0.28;Gatecrash;False;4;1
2.54;Silas Renn, Seeker Adept;420660;NM;2.46;Commander 2016;True;1;1
1.29;Silence;191083;NM;0.99;Magic 2010;False;4;3
0.9;Silence;205119;NM;1.24;Magic 2011;False;1;1
1.12;Silence;370578;NM;1.14;Magic 2014 Core Set;False;4;1
0.2;Silence the Believers;380499;NM;0.32;Journey into Nyx;False;4;2
0.02;Silent Artisan;373573;NM;0.12;Theros;False;4;9
0.02;Silent Artisan;373573;NM;0.12;Theros;True;1;1
0.02;Silent Artisan;373573;NM;0.12;Theros;False;1;13
0.18;Silent Assassin;19692;NM;0.34;Mercadian Masques;False;4;1
0.08;Silent Departure;220047;NM;0.12;Innistrad;True;1;1
0.16;Silent Sentinel;378398;NM;0.25;Born of the Gods;False;4;1
;Silent Specter;1000073;NM;;Prerelease Events;True;1;1
0.37;Silhana Ledgewalker;96825;NM;0.49;Guildpact;False;1;1
0.37;Silhana Ledgewalker;96825;NM;0.49;Guildpact;True;1;1
0.07;Silkbind Faerie;142027;NM;0.14;Shadowmoor;True;1;1
0.18;Silklash Spider;292718;NM;0.31;Magic 2013;False;1;1
0.01;Silkweaver Elite;423792;NM;0.12;Aether Revolt;False;4;6
0.26;Silumgar, the Drifting Death;391924;NM;0.35;Fate Reforged;False;4;5
0.14;Silver Knight;44313;NM;0.22;Scourge;False;4;3
0.14;Silver Knight;44313;NM;0.22;Scourge;False;1;1
;Silverblade Paladin;1000690;NM;;Media Inserts;True;4;2
0.03;Silverchase Fox;234848;NM;0.13;Innistrad;True;1;1
0.02;Silverclaw Griffin;262876;NM;0.12;Dark Ascension;True;1;1
1.16;Silvergill Adept;139682;NM;2.49;Lorwyn;False;1;4
1.16;Silvergill Adept;139682;NM;2.49;Lorwyn;False;4;1
1.16;Silvergill Adept;139682;NM;2.49;Lorwyn;True;4;1
0.06;Simian Grunts;12428;NM;0.14;Urza's Legacy;True;1;1
2.77;Simian Spirit Guide;124474;NM;4.96;Planar Chaos;False;4;2
0.63;Simic Charm;366463;NM;0.45;Gatecrash;True;4;1
0.22;Simic Growth Chamber;97089;NM;0.25;Dissension;False;1;4
0.22;Simic Growth Chamber;97089;NM;0.25;Dissension;True;4;1
0.04;Simic Guildgate;426073;NM;0.13;Modern Masters 2017 Edition;True;1;2
0.08;Simic Guildgate;366383;NM;0.13;Gatecrash;True;1;1
0.07;Simic Guildgate;368959;NM;0.14;Dragon's Maze;False;1;1
0.08;Simic Initiate;397895;NM;0.14;Modern Masters 2015 Edition;True;1;1
0.39;Simic Manipulator;366343;NM;0.32;Gatecrash;False;4;1
0.08;Simic Signet;426052;NM;0.22;Modern Masters 2017 Edition;True;1;1
0.08;Simic Signet;426052;NM;0.22;Modern Masters 2017 Edition;False;1;4
0.13;Simic Signet;97079;NM;0.15;Dissension;True;1;1
0.13;Simic Signet;97079;NM;0.15;Dissension;False;1;1
0.25;Simic Sky Swallower;111204;NM;0.39;Dissension;False;1;3
;Sin Collector;1000457;NM;;Friday Night Magic;True;1;1
0.18;Sin Collector;426008;NM;0.18;Modern Masters 2017 Edition;False;1;4
0.2;Sin Collector;368968;NM;0.17;Dragon's Maze;False;4;3
1.21;Sinew Sliver;125879;NM;1.99;Planar Chaos;False;1;4
0.04;Singe-Mind Ogre;179574;NM;0.13;Alara Reborn;True;1;1
0.03;Sip of Hemlock;373598;NM;0.12;Theros;False;4;7
0.03;Sip of Hemlock;373598;NM;0.12;Theros;False;1;15
0.55;Sire of Insanity;369068;NM;0.36;Dragon's Maze;False;4;1
0.04;Siren Lookout;435231;NM;0.12;Ixalan;False;1;2
0.03;Siren Song Lyre;378533;NM;0.18;Born of the Gods;True;1;1
0.54;Siren Stormtamer;435232;NM;0.59;Ixalan;False;1;1
0.04;Siren's Ruse;435233;NM;0.12;Ixalan;False;1;3
0.08;Sixth Sense;426889;NM;0.18;Amonkhet;False;4;1
0.88;Skaab Ruinator;230780;NM;0.79;Innistrad;False;1;1
0.19;Skarrg Goliath;366458;NM;0.24;Gatecrash;False;4;1
0.11;Skarrgan Pit-Skulk;96940;NM;0.16;Guildpact;True;4;1
0.11;Skarrgan Pit-Skulk;96940;NM;0.16;Guildpact;False;4;1
0.02;Skeletal Kathari;175119;NM;0.13;Shards of Alara;True;1;1
0.14;Skeletal Scrying;382364;NM;0.18;Conspiracy;False;1;1
0.13;Skeletal Vampire;201809;NM;0.25;Duel Decks: Garruk vs. Liliana;False;1;1
0.43;Skeleton Ship;2737;NM;1.16;Ice Age;False;1;1
0.17;Skill Borrower;179428;NM;0.35;Shards of Alara;False;1;2
0.04;Skinbrand Goblin;366434;NM;0.12;Gatecrash;True;1;1
0.13;Skinrender;204958;NM;0.21;Scars of Mirrodin;False;4;1
0.51;Skinshifter;220151;NM;0.54;Magic 2012;False;4;1
0.51;Skinshifter;220151;NM;0.54;Magic 2012;False;1;12
0.03;Skinthinner;42055;NM;0.13;Legions;True;1;1
0.18;Skirk Alarmist;44306;NM;0.31;Legions;False;6;1
0.04;Skirk Commando;12417;NM;0.13;Onslaught;True;1;1
0.13;Skirk Drill Sergeant;46457;NM;0.19;Legions;True;1;1
0.42;Skirk Fire Marshal;40194;NM;0.86;Onslaught;False;1;1
0.07;Skirk Marauder;42056;NM;0.13;Legions;True;1;1
0.34;Skirk Prospector;159051;NM;0.35;Duel Decks: Elves vs. Goblins;False;1;1
0.18;Skirk Prospector;39563;NM;0.18;Onslaught;True;1;1
0.18;Skirk Prospector;39563;NM;0.18;Onslaught;False;4;2
0.37;Skirsdag High Priest;230794;NM;0.35;Innistrad;False;1;4
0.37;Skirsdag High Priest;230794;NM;0.35;Innistrad;False;4;1
12.79;Skithiryx, the Blight Dragon;212249;NM;20.02;Scars of Mirrodin;False;1;1
0.03;Skitter of Lizards;197758;NM;0.13;Worldwake;True;1;1
0.03;Skittering Heartstopper;435276;NM;0.12;Ixalan;False;1;3
0.4;Skizzik;23096;NM;0.49;Invasion;False;1;1
0.4;Skizzik;23096;NM;0.49;Invasion;True;1;1
0.4;Skizzik;23096;NM;0.49;Invasion;False;4;1
0.03;Skulduggery;435277;NM;0.12;Ixalan;False;1;4
0.19;Skull of Orm;45477;NM;0.39;Eighth Edition;False;4;1
0.09;Skull Rend;253622;NM;0.13;Return to Ravnica;True;1;1
0.09;Skull Rend;253622;NM;0.13;Return to Ravnica;False;1;16
0.09;Skull Rend;253622;NM;0.13;Return to Ravnica;False;4;3
4.47;Skullbriar, the Walking Grave;236485;NM;6.59;Commander;False;1;1
0.63;Skullclamp;48197;NM;1.74;Darksteel;True;1;1
0.63;Skullclamp;48197;NM;1.74;Darksteel;False;4;1
0.84;Skullcrack;366238;NM;1.04;Gatecrash;False;4;2
0.24;Skullmulcher;176436;NM;0.43;Shards of Alara;False;1;2
0.23;Sky Diamond;3267;NM;0.31;Mirage;False;4;1
0.23;Sky Diamond;3267;NM;0.31;Mirage;False;1;1
0.04;Sky Skiff;417806;NM;0.12;Kaladesh;False;4;3
0.03;Skyblade of the Legion;435189;NM;0.12;Ixalan;False;1;4
0.02;Skygames;366323;NM;0.12;Gatecrash;True;4;1
0.04;Skyknight Legionnaire;426009;NM;0.13;Modern Masters 2017 Edition;True;1;2
0.05;Skyknight Legionnaire;109082;NM;0.14;Ravnica: City of Guilds;True;1;1
0.08;Skyline Cascade;402038;NM;0.12;Battle for Zendikar;True;1;1
0.02;Skyline Predator;289212;NM;0.16;Return to Ravnica;False;4;2
0.02;Skyline Predator;289212;NM;0.16;Return to Ravnica;False;1;4
