eur;name;id;condition;usd;set;isFoil;idLanguage;count
0.1;Decoction Module;417778;NM;0.18;Kaladesh;False;4;1
0.02;Decommission;423683;NM;0.12;Aether Revolt;False;4;1
0.02;Decommission;423683;NM;0.12;Aether Revolt;False;1;1
0.02;Decorated Griffin;373577;NM;0.16;Theros;False;4;7
0.02;Decorated Griffin;373577;NM;0.16;Theros;False;1;5
0.43;Decree of Justice;45141;NM;0.35;Scourge;False;1;1
0.93;Decree of Pain;376302;NM;2.31;Commander 2013;False;4;1
1.17;Decree of Pain;43522;NM;3.02;Scourge;True;1;1
0.26;Decree of Savagery;46423;NM;0.55;Scourge;False;1;1
0.07;Deem Worthy;426829;NM;0.18;Amonkhet;False;4;2
0.07;Deem Worthy;426829;NM;0.18;Amonkhet;False;1;1
;Deep Analysis;1000375;NM;;Friday Night Magic;True;1;1
0.24;Deep Analysis;32237;NM;0.21;Torment;False;1;4
0.24;Deep Analysis;32237;NM;0.21;Torment;True;1;3
0.24;Deep Analysis;32237;NM;0.21;Torment;False;4;1
0.09;Deepfathom Skulker;407553;NM;0.25;Oath of the Gatewatch;False;4;1
5.55;Deepglow Skate;420624;NM;7.06;Commander 2016;False;1;1
0.03;Deeproot Warrior;435341;NM;0.12;Ixalan;False;1;3
0.1;Deeproot Waters;435203;NM;0.2;Ixalan;False;1;1
0.03;Defend the Hearth;373623;NM;0.12;Theros;False;4;10
0.03;Defend the Hearth;373623;NM;0.12;Theros;False;1;17
0.03;Defend the Hearth;373623;NM;0.12;Theros;True;1;1
0.09;Defender of the Order;44329;NM;0.34;Legions;False;1;1
0.09;Defender of the Order;44329;NM;0.34;Legions;False;4;1
4.62;Defense Grid;8897;NM;5.49;Urza's Legacy;False;4;2
2.79;Defense Grid;45481;NM;4.99;Eighth Edition;False;1;1
0.09;Defiant Greatmaw;426865;NM;0.18;Amonkhet;False;4;3
0.02;Defiant Khenra;430778;NM;0.11;Hour of Devastation;False;4;1
0.02;Defiant Khenra;430778;NM;0.11;Hour of Devastation;False;1;1
0.04;Defiant Salvager;423723;NM;0.12;Aether Revolt;False;4;2
1.77;Defiler of Souls;189646;NM;1.86;Alara Reborn;False;1;2
0.76;Deflecting Palm;386516;NM;1.37;Khans of Tarkir;True;1;1
0.02;Deft Dismissal;423684;NM;0.17;Aether Revolt;False;4;3
0.02;Deft Duelist;175121;NM;0.14;Shards of Alara;True;1;1
0.08;Deftblade Elite;45132;NM;0.14;Legions;True;1;1
0.26;Degavolver;25947;NM;0.28;Apocalypse;False;4;2
0.12;Deglamer;154160;NM;0.14;Morningtide;True;1;1
1.63;Deity of Scars;153488;NM;2.79;Eventide;False;1;2
0.92;Delay;132228;NM;1.49;Future Sight;False;5;1
0.36;Delaying Shield;29916;NM;0.79;Odyssey;False;4;2
0.32;Delusions of Mediocrity;12349;NM;0.35;Urza's Legacy;True;1;1
1.59;Delver of Secrets;226749;NM;1.29;Innistrad;False;1;6
2.22;Demigod of Revenge;153972;NM;2.99;Shadowmoor;False;1;1
2.22;Demigod of Revenge;153972;NM;2.99;Shadowmoor;False;4;2
2.22;Demigod of Revenge;153972;NM;2.99;Shadowmoor;True;4;1
0.02;Demolish;190406;NM;0.13;Zendikar;True;4;1
0.01;Demolish;208005;NM;0.12;Magic 2011;True;4;1
0.02;Demolish;373537;NM;0.12;Theros;False;4;6
0.02;Demolish;373537;NM;0.12;Theros;False;1;12
0.01;Demolish;417686;NM;0.11;Kaladesh;False;4;4
0.02;Demolish;435293;NM;0.12;Ixalan;False;1;4
0.02;Demon's Grasp;401856;NM;0.12;Battle for Zendikar;True;4;1
0.44;Demonic Consultation;2445;NM;0.35;Ice Age;False;4;2
0.36;Demonic Dread;185062;NM;0.25;Alara Reborn;False;4;2
0.36;Demonic Dread;185062;NM;0.25;Alara Reborn;False;1;6
0.13;Demonic Rising;278060;NM;0.25;Avacyn Restored;False;1;3
27.97;Demonic Tutor;193867;NM;39.99;Duel Decks: Divine vs. Demonic;False;1;1
18.75;Demonic Tutor;1155;NM;25.59;Revised Edition;False;1;1
0.32;Demonlord of Ashmouth;240166;NM;0.35;Avacyn Restored;False;1;2
0.02;Demystify;435159;NM;0.12;Ixalan;False;1;3
0.72;Den Protector;420764;NM;0.49;Commander 2016;False;1;1
0.63;Deprive;193519;NM;0.49;Rise of the Eldrazi;False;1;4
0.63;Deprive;193519;NM;0.49;Rise of the Eldrazi;True;1;1
0.63;Deprive;193519;NM;0.49;Rise of the Eldrazi;False;4;1
0.03;Depths of Desire;435204;NM;0.12;Ixalan;True;1;1
0.03;Deputy of Acquittals;369084;NM;0.12;Dragon's Maze;True;1;1
0.06;Deranged Outcast;249901;NM;0.25;Dark Ascension;False;1;1
0.23;Dermoplasm;44300;NM;0.31;Legions;False;4;1
2.75;Descendants' Path;276498;NM;2.66;Avacyn Restored;False;1;1
0.12;Desecration Elemental;50204;NM;0.31;Fifth Dawn;False;4;1
;Desert;109713;NM;0.72;"Time Spiral ""Timeshifted""";False;1;1
;Desert;109713;NM;0.72;"Time Spiral ""Timeshifted""";True;4;1
;Desert;109713;NM;0.72;"Time Spiral ""Timeshifted""";False;4;1
0.06;Desert Cerodon;426830;NM;0.12;Amonkhet;False;4;3
0.06;Desert Cerodon;426830;NM;0.12;Amonkhet;False;1;1
0.07;Desert of the Fervent;430859;NM;0.13;Hour of Devastation;False;4;1
0.06;Desert of the Glorified;430860;NM;0.13;Hour of Devastation;False;1;1
0.06;Desert of the Glorified;430860;NM;0.13;Hour of Devastation;False;4;1
0.06;Desert of the Mindful;430862;NM;0.13;Hour of Devastation;False;1;1
0.06;Desert of the Mindful;430862;NM;0.13;Hour of Devastation;False;4;1
0.07;Desert of the True;430863;NM;0.13;Hour of Devastation;False;1;1
0.19;Desert Twister;1241;NM;0.18;Revised Edition;False;1;1
0.07;Desert's Hold;430697;NM;0.19;Hour of Devastation;False;4;1
0.7;Desertion;416864;NM;1.18;Conspiracy: Take the Crown;False;1;13
1.8;Desertion;3637;NM;2.28;Visions;False;1;2
1.8;Desertion;3637;NM;2.28;Visions;False;4;1
1.02;Desolate Lighthouse;240147;NM;0.79;Avacyn Restored;False;1;2
0.52;Desolation Angel;26259;NM;0.92;Apocalypse;False;4;2
0.52;Desolation Angel;26259;NM;0.92;Apocalypse;False;7;1
0.16;Desolation Giant;29414;NM;0.27;Apocalypse;False;4;3
;Desolation Giant;108917;NM;0.24;"Time Spiral ""Timeshifted""";False;3;1
0.02;Desperate Castaways;435255;NM;0.12;Ixalan;False;1;4
0.05;Desperate Ravings;413667;NM;0.14;Eternal Masters;False;1;4
0.05;Desperate Ravings;413667;NM;0.14;Eternal Masters;True;1;1
0.64;Desperate Ritual;80275;NM;1.67;Champions of Kamigawa;False;4;2
0.64;Desperate Ritual;80275;NM;1.67;Champions of Kamigawa;False;1;6
0.02;Desperate Sentry;414311;NM;0.12;Eldritch Moon;True;1;1
0.11;Desperate Stand;380398;NM;0.18;Journey into Nyx;True;4;1
0.27;Despise;233043;NM;0.22;New Phyrexia;False;4;1
0.08;Despoil;24615;NM;0.16;Prophecy;True;4;1
0.03;Destined // Lead;426919;NM;0.17;Amonkhet;False;4;2
0.03;Destined // Lead;426919;NM;0.17;Amonkhet;False;1;1
0.04;Destroy the Evidence;253571;NM;0.12;Return to Ravnica;False;1;11
0.04;Destroy the Evidence;253571;NM;0.12;Return to Ravnica;False;4;7
0.26;Destructive Flow;9690;NM;0.31;Planeshift;True;1;4
0.27;Destructive Force;205046;NM;0.28;Magic 2011;False;4;1
0.27;Destructive Force;205046;NM;0.28;Magic 2011;False;1;1
0.28;Destructive Revelry;373678;NM;0.24;Theros;False;1;5
1.46;Detention Sphere;270356;NM;1.3;Return to Ravnica;False;4;1
1.46;Detention Sphere;270356;NM;1.3;Return to Ravnica;False;1;1
0.2;Detritivore;126811;NM;0.35;Planar Chaos;False;1;1
0.92;Deus of Calamity;146773;NM;1.22;Shadowmoor;False;8;1
0.46;Devastating Dreams;30561;NM;0.35;Torment;True;6;1
0.46;Devastating Dreams;30561;NM;0.35;Torment;False;1;3
0.06;Deviant Glee;265389;NM;0.12;Return to Ravnica;False;4;4
0.06;Deviant Glee;265389;NM;0.12;Return to Ravnica;False;1;13
0.26;Devil's Play;247419;NM;0.32;Innistrad;False;1;1
0.26;Devil's Play;247419;NM;0.32;Innistrad;False;4;2
4.82;Devoted Druid;135500;NM;5.75;Shadowmoor;False;4;2
4.82;Devoted Druid;135500;NM;5.75;Shadowmoor;False;1;2
0.03;Devotee of Strength;430802;NM;0.17;Hour of Devastation;False;4;1
0.03;Devotee of Strength;430802;NM;0.17;Hour of Devastation;False;1;1
0.14;Devour Flesh;366379;NM;0.13;Gatecrash;False;1;2
0.14;Devour Flesh;366379;NM;0.13;Gatecrash;True;1;1
0.14;Devour Flesh;366379;NM;0.13;Gatecrash;False;4;3
0.93;Devout Invocation;370726;NM;1.25;Magic 2014 Core Set;False;4;1
0.26;Devout Lightcaster;191374;NM;0.31;Zendikar;False;1;1
0.04;Dhund Operative;417647;NM;0.12;Kaladesh;False;4;1
;Diabolic Edict;1000270;NM;;Arena League;True;1;1
0.76;Diabolic Edict;4656;NM;0.59;Tempest;False;4;2
0.76;Diabolic Edict;4656;NM;0.59;Tempest;False;7;1
0.76;Diabolic Edict;4656;NM;0.59;Tempest;False;1;4
0.16;Diabolic Servitude;270461;NM;0.25;Premium Deck Series: Graveborn;True;1;2
0.34;Diabolic Tutor;29954;NM;0.5;Odyssey;True;1;1
0.34;Diabolic Tutor;29954;NM;0.5;Odyssey;False;4;1
0.25;Diabolic Tutor;83056;NM;0.42;Ninth Edition;False;4;1
0.1;Diabolic Tutor;129525;NM;0.36;Tenth Edition;False;4;1
0.14;Diabolic Tutor;190533;NM;0.26;Magic 2010;False;1;4
0.14;Diabolic Tutor;190533;NM;0.26;Magic 2010;False;4;4
0.14;Diabolic Tutor;205222;NM;0.25;Magic 2011;False;4;2
0.14;Diabolic Tutor;205222;NM;0.25;Magic 2011;False;1;4
0.16;Diabolic Tutor;221519;NM;0.23;Magic 2012;False;4;4
0.16;Diabolic Tutor;221519;NM;0.23;Magic 2012;False;1;1
0.14;Diabolic Tutor;370732;NM;0.25;Magic 2014 Core Set;True;1;1
0.14;Diabolic Tutor;370732;NM;0.25;Magic 2014 Core Set;False;4;1
0.14;Diabolic Tutor;370732;NM;0.25;Magic 2014 Core Set;False;1;1
;Dictate of Kruphix;1001718;NM;;Magic Game Day Cards;True;4;1
0.86;Dictate of Kruphix;380402;NM;0.99;Journey into Nyx;False;1;1
0.86;Dictate of Kruphix;380402;NM;0.99;Journey into Nyx;True;1;1
0.22;Dictate of the Twin Gods;380403;NM;0.28;Journey into Nyx;False;4;1
0.04;Die Young;417649;NM;0.12;Kaladesh;False;1;1
0.04;Die Young;417649;NM;0.12;Kaladesh;False;4;2
1.21;Dig Through Time;386518;NM;1.05;Khans of Tarkir;False;4;2
0.57;Diluvian Primordial;366326;NM;0.41;Gatecrash;False;1;1
0.17;Dimensional Breach;43573;NM;0.35;Scourge;False;1;1
0.39;Diminishing Returns;3104;NM;0.35;Alliances;False;1;1
0.23;Dimir Aqueduct;87929;NM;0.59;Ravnica: City of Guilds;True;4;1
0.23;Dimir Aqueduct;87929;NM;0.59;Ravnica: City of Guilds;False;1;5
;Dimir Charm;1000453;NM;;Friday Night Magic;True;4;2
0.07;Dimir Guildgate;426059;NM;0.13;Modern Masters 2017 Edition;True;1;3
0.13;Dimir Guildgate;366313;NM;0.14;Gatecrash;True;1;1
0.13;Dimir Guildgate;366313;NM;0.14;Gatecrash;False;1;1
0.1;Dimir Guildgate;369058;NM;0.14;Dragon's Maze;True;1;1
0.34;Dimir Signet;426044;NM;0.99;Modern Masters 2017 Edition;False;1;3
0.36;Dimir Signet;95535;NM;1.21;Ravnica: City of Guilds;False;4;1
0.15;Dingus Egg;14774;NM;0.35;Classic Sixth Edition;False;4;1
0.08;Dinosaur Stampede;435294;NM;0.16;Ixalan;False;1;2
0.09;Dinrova Horror;425985;NM;0.12;Modern Masters 2017 Edition;True;1;1
0.06;Dire Fleet Captain;435377;NM;0.17;Ixalan;False;1;2
0.04;Dire Fleet Hoarder;435256;NM;0.11;Ixalan;True;1;1
0.04;Dire Fleet Hoarder;435256;NM;0.11;Ixalan;False;1;2
0.02;Dire Fleet Interloper;435257;NM;0.12;Ixalan;False;1;4
0.36;Diregraf Captain;262663;NM;0.25;Dark Ascension;False;4;3
0.36;Diregraf Captain;262663;NM;0.25;Dark Ascension;False;1;6
0.04;Disappearing Act;417616;NM;0.18;Kaladesh;False;4;2
0.84;Disciple of Bolas;253694;NM;1.11;Magic 2013;False;1;1
0.03;Disciple of Phenax;373520;NM;0.12;Theros;True;1;1
0.03;Disciple of Phenax;373520;NM;0.12;Theros;False;1;7
0.03;Disciple of Phenax;373520;NM;0.12;Theros;False;4;11
0.04;Disciple of the Old Ways;366447;NM;0.12;Gatecrash;True;1;1
0.11;Disdainful Stroke;386519;NM;0.12;Khans of Tarkir;False;1;1
0.11;Disdainful Stroke;386519;NM;0.12;Khans of Tarkir;True;1;1
0.11;Disdainful Stroke;386519;NM;0.12;Khans of Tarkir;False;4;4
;Disenchant;1000325;NM;;Friday Night Magic;True;1;1
0.18;Disenchant;1343;NM;0.15;Revised Edition;False;1;1
0.11;Disenchant;2337;NM;0.16;Fourth Edition;False;4;1
0.12;Disenchant;2680;NM;0.14;Ice Age;False;4;2
0.21;Disenchant;3485;NM;0.16;Mirage;False;1;1
0.21;Disenchant;3485;NM;0.16;Mirage;False;5;1
0.21;Disenchant;3485;NM;0.16;Mirage;False;4;2
0.15;Disenchant;4123;NM;0.17;Fifth Edition;False;6;1
0.15;Disenchant;4123;NM;0.17;Fifth Edition;False;4;1
0.08;Disenchant;4872;NM;0.16;Tempest;False;1;2
0.08;Disenchant;4872;NM;0.16;Tempest;False;4;2
0.06;Disenchant;14463;NM;0.16;Classic Sixth Edition;False;4;1
0.09;Disenchant;19548;NM;0.16;Mercadian Masques;False;4;4
0.33;Disfigure;180115;NM;0.25;Zendikar;True;1;2
0.33;Disfigure;180115;NM;0.25;Zendikar;False;4;1
0.33;Disfigure;180115;NM;0.25;Zendikar;False;1;17
0.08;Dismal Backwater;386520;NM;0.13;Khans of Tarkir;False;1;1
0.08;Dismal Backwater;386520;NM;0.13;Khans of Tarkir;True;1;1
0.22;Dismantling Blow;22946;NM;0.19;Invasion;True;1;1
1.47;Dismember;230082;NM;2.47;New Phyrexia;False;4;4
1.47;Dismember;230082;NM;2.47;New Phyrexia;True;1;1
0.16;Dismiss;376309;NM;0.22;Commander 2013;False;1;1
0.16;Dismiss;376309;NM;0.22;Commander 2013;False;4;1
0.25;Dismiss into Dream;370796;NM;0.25;Magic 2014 Core Set;False;4;1
0.07;Disowned Ancestor;386521;NM;0.12;Khans of Tarkir;True;1;1
0.07;Disowned Ancestor;386521;NM;0.12;Khans of Tarkir;True;4;1
1.08;Dispatch;218072;NM;0.88;New Phyrexia;False;1;1
1.08;Dispatch;218072;NM;0.88;New Phyrexia;False;4;4
0.26;Dispel;201562;NM;0.2;Worldwake;False;4;1
0.26;Dispel;201562;NM;0.2;Worldwake;False;1;6
0.17;Dispel;253566;NM;0.14;Return to Ravnica;False;1;16
0.03;Dispeller's Capsule;174830;NM;0.14;Shards of Alara;True;1;2
0.03;Dispeller's Capsule;174830;NM;0.14;Shards of Alara;False;1;1
0.04;Dispersal Shield;35344;NM;0.13;Scourge;True;4;1
0.02;Dispersal Technician;423699;NM;0.12;Aether Revolt;False;1;1
0.02;Dispersal Technician;423699;NM;0.12;Aether Revolt;False;4;3
0.03;Disposal Mummy;430698;NM;0.12;Hour of Devastation;False;1;2
0.24;Disrupt;23000;NM;0.22;Invasion;True;1;3
170.57;Disrupting Scepter;308;NM;155.87;Limited Edition Beta;False;1;1
0.08;Disrupting Scepter;45476;NM;0.29;Eighth Edition;False;4;1
4.97;Disrupting Shoal;74128;NM;7.99;Betrayers of Kamigawa;False;1;4
0.08;Disruptive Pitmage;39527;NM;0.16;Onslaught;True;1;1
0.09;Dissenter's Deliverance;426866;NM;0.13;Amonkhet;True;1;1
0.09;Dissenter's Deliverance;426866;NM;0.13;Amonkhet;False;1;1
0.09;Dissenter's Deliverance;426866;NM;0.13;Amonkhet;False;4;3
;Dissipate;1000315;NM;;Friday Night Magic;True;1;1
0.18;Dissipate;241985;NM;0.2;Innistrad;False;1;1
0.58;Dissipation Field;202635;NM;0.91;Scars of Mirrodin;True;1;1
0.58;Dissipation Field;202635;NM;0.91;Scars of Mirrodin;False;1;1
0.18;Dissolve;373557;NM;0.25;Theros;False;4;3
0.18;Dissolve;373557;NM;0.25;Theros;False;1;6
0.92;Distortion Strike;198168;NM;0.39;Rise of the Eldrazi;True;1;1
0.92;Distortion Strike;198168;NM;0.39;Rise of the Eldrazi;False;4;4
0.11;Distress;79129;NM;0.14;Champions of Kamigawa;False;4;1
0.1;Distress;236908;NM;0.13;Magic 2012;False;1;1
0.1;Distress;236908;NM;0.13;Magic 2012;False;4;1
0.02;Dive Down;435205;NM;0.12;Ixalan;False;1;3
1.73;Divert;31824;NM;0.69;Odyssey;False;1;5
0.15;Divine Deflection;240072;NM;0.28;Avacyn Restored;False;1;5
0.05;Divine Offering;213760;NM;0.12;Mirrodin Besieged;True;1;1
0.28;Divine Reckoning;245196;NM;0.28;Innistrad;False;1;1
0.28;Divine Reckoning;245196;NM;0.28;Innistrad;False;4;2
0.72;Divine Sacrament;29917;NM;0.93;Odyssey;False;4;1
0.03;Divine Verdict;373648;NM;0.12;Theros;False;1;8
0.03;Divine Verdict;373648;NM;0.12;Theros;False;4;11
2.04;Divinity of Pride;150995;NM;2.13;Eventide;False;1;1
2.04;Divinity of Pride;150995;NM;2.13;Eventide;False;4;1
0.06;Djeru's Renunciation;430700;NM;0.12;Hour of Devastation;False;1;2
0.06;Djeru's Renunciation;430700;NM;0.12;Hour of Devastation;False;4;1
0.02;Djeru's Resolve;426713;NM;0.12;Amonkhet;False;1;1
0.02;Djeru's Resolve;426713;NM;0.12;Amonkhet;False;4;2
0.13;Djinn of Wishes;190198;NM;0.29;Magic 2010;False;1;2
0.15;Djinn of Wishes;227305;NM;0.25;Magic 2012;False;4;2
0.36;Docent of Perfection;414349;NM;0.67;Eldritch Moon;True;1;6
2.41;Dolmen Gate;140206;NM;4.45;Lorwyn;False;4;2
0.08;Domestication;193600;NM;0.18;Rise of the Eldrazi;True;4;1
0.09;Domestication;370783;NM;0.24;Magic 2014 Core Set;False;4;1
0.09;Domestication;370783;NM;0.24;Magic 2014 Core Set;True;4;1
0.16;Dominaria's Judgment;26423;NM;0.31;Planeshift;False;1;1
0.17;Dominate;21303;NM;0.22;Nemesis;True;1;1
0.31;Dominating Licid;5139;NM;0.75;Exodus;False;1;1
1.26;Dominus of Fealty;247204;NM;2.67;Commander;False;1;1
2.85;Domri Rade;366367;NM;3.03;Gatecrash;False;4;1
0.22;Doom Blade;190535;NM;0.2;Magic 2010;False;1;8
0.13;Doom Blade;205088;NM;0.17;Magic 2011;False;1;6
0.13;Doom Blade;226560;NM;0.18;Magic 2012;False;1;4
0.13;Doom Blade;226560;NM;0.18;Magic 2012;True;1;1
0.12;Doom Blade;370609;NM;0.2;Magic 2014 Core Set;False;4;2
0.12;Doom Blade;370609;NM;0.2;Magic 2014 Core Set;False;1;1
0.04;Doomed Dissenter;426789;NM;0.13;Amonkhet;False;4;2
1.19;Doomed Necromancer;39549;NM;1.99;Onslaught;False;4;1
0.06;Doomed Traveler;382252;NM;0.13;Conspiracy;False;1;1
0.05;Doomed Traveler;416840;NM;0.13;Conspiracy: Take the Crown;True;1;1
0.1;Doomed Traveler;237364;NM;0.13;Innistrad;True;1;1
0.1;Doomed Traveler;237364;NM;0.13;Innistrad;False;1;2
1.97;Doomsday;15397;NM;3.55;Classic Sixth Edition;False;1;4
0.26;Doomsday Specter;23051;NM;0.35;Planeshift;False;4;1
;Doomwake Giant;1001690;NM;;Prerelease Events;True;4;1
2.25;Door of Destinies;370699;NM;4.13;Magic 2014 Core Set;True;1;1
2.25;Door of Destinies;370699;NM;4.13;Magic 2014 Core Set;False;4;1
2.25;Door of Destinies;370699;NM;4.13;Magic 2014 Core Set;False;1;1
0.1;Doorkeeper;265417;NM;0.12;Return to Ravnica;False;4;2
0.1;Doorkeeper;265417;NM;0.12;Return to Ravnica;False;1;14
3.83;Doran, the Siege Tower;140201;NM;8.14;Lorwyn;False;1;1
3.83;Doran, the Siege Tower;140201;NM;8.14;Lorwyn;False;4;1
0.24;Doubling Chant;220152;NM;0.35;Magic 2012;False;1;2
0.03;Downsize;265374;NM;0.12;Return to Ravnica;False;1;12
0.03;Downsize;265374;NM;0.12;Return to Ravnica;False;4;3
0.4;Dracoplasm;4912;NM;0.39;Tempest;False;1;1
0.05;Drag Under;414351;NM;0.12;Eldritch Moon;True;1;1
1.9;Dragon Arch;26734;NM;4.25;Apocalypse;False;4;4
1.9;Dragon Arch;26734;NM;4.25;Apocalypse;True;4;1
;Dragon Broodmother;1000095;NM;;Prerelease Events;True;4;4
9.05;Dragon Broodmother;189648;NM;12.59;Alara Reborn;False;1;1
9.05;Dragon Broodmother;189648;NM;12.59;Alara Reborn;True;4;1
0.15;Dragon Fodder;174936;NM;0.19;Shards of Alara;False;4;1
0.15;Dragon Fodder;174936;NM;0.19;Shards of Alara;True;4;1
0.09;Dragon Fodder;394540;NM;0.14;Dragons of Tarkir;False;4;1
0.06;Dragon Mantle;373634;NM;0.13;Theros;False;1;9
0.06;Dragon Mantle;373634;NM;0.13;Theros;False;4;14
0.1;Dragon Throne of Tarkir;386523;NM;0.25;Khans of Tarkir;False;1;2
0.23;Dragon's Claw;72683;NM;0.24;Darksteel;False;4;1
0.18;Dragon's Claw;191244;NM;0.21;Magic 2010;False;1;1
0.18;Dragon's Claw;191244;NM;0.21;Magic 2010;False;4;2
1.72;Dragonmaster Outcast;197854;NM;2.99;Worldwake;False;4;1
1.72;Dragonmaster Outcast;197854;NM;2.99;Worldwake;False;1;3
0.16;Dragonshift;369061;NM;0.23;Dragon's Maze;True;4;1
1.73;Dragonskull Summit;205089;NM;2.47;Magic 2011;False;1;1
2.01;Dragonskull Summit;221921;NM;2.49;Magic 2012;False;4;1
2.01;Dragonskull Summit;221921;NM;2.49;Magic 2012;False;1;1
1.93;Dragonskull Summit;249716;NM;2.45;Magic 2013;False;1;1
1.02;Dragonspeaker Shaman;46615;NM;2.49;Scourge;False;4;1
1.02;Dragonspeaker Shaman;46615;NM;2.49;Scourge;False;5;1
1.02;Dragonspeaker Shaman;46615;NM;2.49;Scourge;False;1;1
0.82;Dragonstorm;46426;NM;0.94;Scourge;False;4;2
0.82;Dragonstorm;46426;NM;0.94;Scourge;False;1;1
;Dragonstorm;108843;NM;0.79;"Time Spiral ""Timeshifted""";False;1;2
;Drain Life;1000319;NM;;Friday Night Magic;True;1;1
0.06;Drain Life;2099;NM;0.16;Fourth Edition;False;4;4
1.18;Draining Whelk;111057;NM;2.66;Time Spiral;False;4;1
0.04;Drainpipe Vermin;265401;NM;0.13;Return to Ravnica;False;1;8
0.04;Drainpipe Vermin;265401;NM;0.13;Return to Ravnica;False;4;9
0.04;Drakewing Krasis;366292;NM;0.12;Gatecrash;True;4;1
0.16;Dralnu's Pet;15144;NM;0.29;Planeshift;False;4;1
0.81;Dramatic Entrance;154003;NM;1.42;Shadowmoor;False;1;1
0.07;Dramatic Rescue;253544;NM;0.12;Return to Ravnica;False;4;1
0.07;Dramatic Rescue;253544;NM;0.12;Return to Ravnica;False;1;13
0.07;Dramatic Rescue;253544;NM;0.12;Return to Ravnica;True;1;1
0.08;Dramatic Reversal;417617;NM;0.12;Kaladesh;False;4;1
0.09;Drana's Chosen;407594;NM;0.23;Oath of the Gatewatch;False;4;1
0.34;Drana, Kalastria Bloodchief;389490;NM;0.35;Commander 2014;False;1;1
0.73;Drana, Kalastria Bloodchief;193593;NM;0.35;Rise of the Eldrazi;False;4;1
1.1;Dread;140168;NM;2.55;Lorwyn;False;4;1
1.1;Dread Cacodemon;228228;NM;1.79;Commander;False;1;1
1.14;Dread Charge;4216;NM;0.61;Portal;False;4;1
0.11;Dread Defiler;407578;NM;0.25;Oath of the Gatewatch;False;4;1
1.12;Dread of Night;4658;NM;1.05;Tempest;False;1;5
1.12;Dread of Night;4658;NM;1.05;Tempest;False;4;1
0.4;Dread Return;270463;NM;1.02;Premium Deck Series: Graveborn;True;1;2
0.3;Dread Return;116721;NM;0.78;Time Spiral;False;4;1
0.3;Dread Return;116721;NM;0.78;Time Spiral;False;1;1
0.11;Dread Statuary;205425;NM;0.17;Worldwake;True;4;1
1.66;Dreadbore;270354;NM;1.9;Return to Ravnica;False;1;1
0.21;Dreadship Reef;247513;NM;0.37;Commander;False;1;15
5.01;Dream Halls;5105;NM;7.7;Stronghold;False;1;4
0.17;Dream Stalker;108858;NM;0.17;Time Spiral;False;1;8
0.17;Dream Stalker;108858;NM;0.17;Time Spiral;False;4;1
0.1;Dream Twist;243213;NM;0.14;Innistrad;True;1;2
0.46;Dreamborn Muse;44840;NM;0.45;Legions;False;1;1
0.17;Dreamcaller Siren;435206;NM;0.29;Ixalan;False;1;1
0.09;Dreamstone Hedron;247395;NM;0.22;Commander;False;1;1
0.12;Dreamstone Hedron;389492;NM;0.15;Commander 2014;False;4;1
;Dreg Mangler;1000701;NM;;Media Inserts;True;1;1
0.12;Dreg Mangler;253509;NM;0.17;Return to Ravnica;False;1;4
0.03;Dreg Reaver;174848;NM;0.13;Shards of Alara;True;1;1
0.13;Drinker of Sorrow;44492;NM;0.28;Legions;False;1;2
0.02;Dripping Dead;44316;NM;0.13;Legions;True;4;1
0.02;Driver of the Dead;239963;NM;0.12;Avacyn Restored;True;1;1
1.01;Drogskol Captain;244773;NM;0.49;Dark Ascension;False;1;1
0.42;Dromar's Cavern;25932;NM;0.45;Planeshift;False;4;1
0.18;Dromar's Charm;25862;NM;0.22;Planeshift;True;1;1
2.18;Dromar, the Banisher;23206;NM;2.97;Invasion;False;4;1
0.17;Dromoka, the Eternal;391825;NM;0.28;Fate Reforged;False;4;1
0.06;Dross Golem;46157;NM;0.12;Darksteel;True;1;1
0.15;Dross Harvester;50537;NM;0.29;Mirrodin;False;1;1
0.38;Drove of Elves;157878;NM;0.49;Shadowmoor;False;1;4
0.17;Drover of the Mighty;435342;NM;0.35;Ixalan;False;1;2
0.32;Drown in Sorrow;378437;NM;0.25;Born of the Gods;False;4;1
2.67;Drowned Catacomb;221920;NM;4.76;Magic 2012;False;1;1
0.23;Drownyard Temple;410039;NM;0.25;Shadows over Innistrad;False;1;1
0.23;Drownyard Temple;410039;NM;0.25;Shadows over Innistrad;False;4;3
0.02;Drudge Beetle;265407;NM;0.12;Return to Ravnica;True;1;1
0.02;Drudge Beetle;265407;NM;0.12;Return to Ravnica;False;1;10
0.02;Drudge Beetle;265407;NM;0.12;Return to Ravnica;False;4;2
0.03;Druid of the Cowl;423773;NM;0.12;Aether Revolt;False;4;3
0.78;Druid's Call;31826;NM;1.13;Odyssey;False;4;1
0.08;Druid's Deliverance;425949;NM;0.13;Modern Masters 2017 Edition;True;1;1
0.05;Druid's Deliverance;289215;NM;0.14;Return to Ravnica;True;4;1
0.05;Druid's Deliverance;289215;NM;0.14;Return to Ravnica;False;4;2
0.05;Druid's Deliverance;289215;NM;0.14;Return to Ravnica;False;1;12
0.05;Druid's Familiar;240088;NM;0.16;Avacyn Restored;True;1;1
0.16;Druidic Satchel;220098;NM;0.32;Magic 2012;False;4;2
4.94;Dryad Arbor;136196;NM;8.81;Future Sight;False;1;2
0.24;Dryad Militant;289226;NM;0.15;Return to Ravnica;False;1;5
